question_id,end_date,pollster,sample_size,population,politician,favorable,unfavorable,very_favorable,somewhat_favorable,somewhat_unfavorable,very_unfavorable,results
176634,2023-07-12,Marquette Law School,1005.0,a,Doug Burgum,2.0,11.0,,,,,0
176635,2023-07-12,Marquette Law School,1005.0,a,Donald Trump,35.0,63.0,,,,,0
176636,2023-07-12,Marquette Law School,1005.0,a,Will Hurd,4.0,11.0,,,,,0
176637,2023-07-12,Marquette Law School,1005.0,a,Francis Suarez,4.0,10.0,,,,,0
176638,2023-07-12,Marquette Law School,788.0,rv,Joe Biden,41.0,58.0,,,,,0
176640,2023-07-12,Marquette Law School,788.0,rv,Robert F. Kennedy,37.0,28.0,,,,,0
176641,2023-07-12,Marquette Law School,788.0,rv,Marianne Williamson,6.0,17.0,,,,,0
176642,2023-07-12,Marquette Law School,788.0,rv,Chris Christie,18.0,52.0,,,,,0
176643,2023-07-12,Marquette Law School,788.0,rv,Ron DeSantis,34.0,49.0,,,,,0
176644,2023-07-12,Marquette Law School,788.0,rv,Larry A. Elder,16.0,12.0,,,,,0
176645,2023-07-12,Marquette Law School,788.0,rv,Nikki Haley,24.0,32.0,,,,,0
176646,2023-07-12,Marquette Law School,788.0,rv,Asa Hutchinson,10.0,17.0,,,,,0
176647,2023-07-12,Marquette Law School,788.0,rv,Mike Pence,27.0,60.0,,,,,0
176648,2023-07-12,Marquette Law School,788.0,rv,Vivek G. Ramaswamy,15.0,13.0,,,,,0
176649,2023-07-12,Marquette Law School,788.0,rv,Tim Scott,22.0,20.0,,,,,0
176650,2023-07-12,Marquette Law School,788.0,rv,Doug Burgum,1.0,10.0,,,,,0
176651,2023-07-12,Marquette Law School,788.0,rv,Donald Trump,35.0,63.0,,,,,0
176652,2023-07-12,Marquette Law School,788.0,rv,Will Hurd,3.0,11.0,,,,,0
176653,2023-07-12,Marquette Law School,788.0,rv,Francis Suarez,3.0,10.0,,,,,0
175528,2023-07-11,YouGov,1500.0,a,Donald Trump,42.0,56.0,23.0,19.0,9.0,47.0,0
175529,2023-07-11,YouGov,1296.0,rv,Donald Trump,42.0,57.0,24.0,18.0,9.0,48.0,0
175534,2023-07-11,YouGov,1500.0,a,Joe Biden,41.0,56.0,18.0,23.0,13.0,43.0,0
175535,2023-07-11,YouGov,1296.0,rv,Joe Biden,43.0,56.0,19.0,24.0,12.0,44.0,0
175537,2023-07-11,YouGov,1500.0,a,Chris Christie,22.0,56.0,4.0,18.0,29.0,27.0,0
175538,2023-07-11,YouGov,1296.0,rv,Chris Christie,24.0,58.0,4.0,20.0,30.0,28.0,0
175540,2023-07-11,YouGov,1500.0,a,Nikki Haley,29.0,39.0,9.0,20.0,16.0,23.0,0
175541,2023-07-11,YouGov,1296.0,rv,Nikki Haley,31.0,41.0,10.0,21.0,18.0,23.0,0
175543,2023-07-11,YouGov,1500.0,a,Ron DeSantis,37.0,48.0,16.0,21.0,12.0,36.0,0
175544,2023-07-11,YouGov,1296.0,rv,Ron DeSantis,40.0,49.0,18.0,22.0,12.0,37.0,0
175546,2023-07-11,YouGov,1500.0,a,Mike Pence,31.0,58.0,7.0,24.0,23.0,35.0,0
175547,2023-07-11,YouGov,1296.0,rv,Mike Pence,34.0,60.0,8.0,26.0,24.0,36.0,0
175672,2023-07-10,Global Strategy Group/GBAO/Navigator Research,1001.0,rv,Joe Biden,42.0,56.0,16.0,26.0,14.0,42.0,0
175673,2023-07-10,Global Strategy Group/GBAO/Navigator Research,1001.0,rv,Donald Trump,40.0,58.0,24.0,16.0,10.0,48.0,0
175674,2023-07-10,Global Strategy Group/GBAO/Navigator Research,1001.0,rv,Ron DeSantis,34.0,47.0,13.0,22.0,9.0,38.0,0
175321,2023-07-05,YouGov,1500.0,a,Donald Trump,39.0,58.0,22.0,17.0,11.0,47.0,0
175322,2023-07-05,YouGov,1350.0,rv,Donald Trump,40.0,58.0,23.0,17.0,10.0,48.0,0
175327,2023-07-05,YouGov,1500.0,a,Joe Biden,41.0,55.0,18.0,23.0,14.0,41.0,0
175328,2023-07-05,YouGov,1350.0,rv,Joe Biden,43.0,55.0,20.0,23.0,13.0,42.0,0
175330,2023-07-05,YouGov,1500.0,a,Ron DeSantis,35.0,47.0,13.0,22.0,9.0,38.0,0
175331,2023-07-05,YouGov,1350.0,rv,Ron DeSantis,37.0,50.0,14.0,23.0,10.0,40.0,0
175422,2023-07-02,Rasmussen (Pulse Opinion Research),1054.0,lv,Asa Hutchinson,25.0,30.0,7.0,18.0,16.0,14.0,0
175585,2023-06-30,YouGov,1000.0,a,Robert F. Kennedy,54.0,15.0,,,,,0
175291,2023-06-29,Echelon Insights,1020.0,lv,Joe Biden,42.0,55.0,23.0,20.0,12.0,43.0,0
175293,2023-06-29,Echelon Insights,1020.0,lv,Donald Trump,39.0,57.0,25.0,15.0,10.0,47.0,0
175294,2023-06-29,Echelon Insights,1020.0,lv,Ron DeSantis,36.0,45.0,16.0,20.0,10.0,35.0,0
175295,2023-06-29,Echelon Insights,1020.0,lv,Mike Pence,32.0,54.0,8.0,24.0,26.0,28.0,0
175296,2023-06-29,Echelon Insights,1020.0,lv,Nikki Haley,26.0,30.0,8.0,18.0,13.0,17.0,0
175297,2023-06-29,Echelon Insights,1020.0,lv,Tim Scott,26.0,21.0,9.0,17.0,9.0,11.0,0
175298,2023-06-29,Echelon Insights,1020.0,lv,Vivek G. Ramaswamy,31.0,14.0,13.0,17.0,5.0,9.0,0
175299,2023-06-29,Echelon Insights,1020.0,lv,Robert F. Kennedy,46.0,24.0,13.0,32.0,12.0,12.0,0
175112,2023-06-27,YouGov,1500.0,a,Donald Trump,43.0,55.0,23.0,20.0,9.0,46.0,0
175113,2023-06-27,YouGov,1315.0,rv,Donald Trump,43.0,55.0,25.0,18.0,8.0,47.0,0
175118,2023-06-27,YouGov,1500.0,a,Joe Biden,43.0,55.0,20.0,23.0,12.0,43.0,0
175119,2023-06-27,YouGov,1315.0,rv,Joe Biden,44.0,54.0,21.0,23.0,9.0,45.0,0
175121,2023-06-27,YouGov,1500.0,a,Will Hurd,12.0,13.0,3.0,9.0,6.0,7.0,0
175122,2023-06-27,YouGov,1315.0,rv,Will Hurd,12.0,13.0,3.0,9.0,6.0,7.0,0
175127,2023-06-27,YouGov,1500.0,a,Ron DeSantis,38.0,45.0,17.0,21.0,10.0,35.0,0
175128,2023-06-27,YouGov,1315.0,rv,Ron DeSantis,40.0,47.0,18.0,22.0,9.0,38.0,0
175137,2023-06-26,AP-NORC,1220.0,a,Joe Biden,44.0,53.0,17.0,26.0,19.0,34.0,0
175211,2023-06-26,AP-NORC,1220.0,a,Donald Trump,33.0,63.0,14.0,19.0,13.0,50.0,0
175212,2023-06-26,AP-NORC,1220.0,a,Ron DeSantis,32.0,46.0,12.0,20.0,12.0,34.0,0
175026,2023-06-23,HarrisX,2875.0,rv,Joe Biden,40.0,53.0,,,,,0
175027,2023-06-23,HarrisX,2875.0,rv,Donald Trump,43.0,52.0,,,,,0
175028,2023-06-23,HarrisX,2875.0,rv,Ron DeSantis,38.0,44.0,,,,,0
175140,2023-06-22,Cygnal Political,2010.0,lv,Joe Biden,43.1,54.2,19.3,23.8,11.7,42.4,0
175141,2023-06-22,Cygnal Political,2010.0,lv,Donald Trump,43.7,54.0,16.3,27.4,10.5,43.5,0
175142,2023-06-22,Cygnal Political,2010.0,lv,Ron DeSantis,42.8,43.9,24.9,18.0,13.2,30.7,0
178476,2023-06-21,Winston,1000.0,rv,Joe Biden,40.0,57.0,,,,,0
178477,2023-06-21,Winston,1000.0,rv,Donald Trump,35.0,62.0,,,,,0
174812,2023-06-20,YouGov,1500.0,a,Joe Biden,47.0,51.0,24.0,23.0,11.0,40.0,0
174813,2023-06-20,YouGov,1342.0,rv,Joe Biden,48.0,50.0,26.0,22.0,9.0,41.0,0
174815,2023-06-20,YouGov,1500.0,a,Francis Suarez,17.0,10.0,5.0,12.0,6.0,4.0,0
174816,2023-06-20,YouGov,1342.0,rv,Francis Suarez,18.0,9.0,6.0,12.0,6.0,3.0,0
174917,2023-06-20,YouGov,1626.0,a,Donald Trump,41.0,54.0,18.0,23.0,10.0,44.0,0
174918,2023-06-20,YouGov,1090.0,rv,Donald Trump,43.0,55.0,20.0,23.0,9.0,46.0,0
174921,2023-06-20,YouGov,1626.0,a,Ron DeSantis,34.0,44.0,13.0,21.0,10.0,34.0,0
174922,2023-06-20,YouGov,1090.0,rv,Ron DeSantis,40.0,48.0,16.0,24.0,9.0,38.0,0
174982,2023-06-20,Hart Research Associates/Public Opinion Strategies,1000.0,rv,Joe Biden,39.0,48.0,18.0,21.0,9.0,39.0,0
174983,2023-06-20,Hart Research Associates/Public Opinion Strategies,1000.0,rv,Donald Trump,34.0,56.0,21.0,13.0,7.0,49.0,0
174985,2023-06-20,Hart Research Associates/Public Opinion Strategies,1000.0,rv,Ron DeSantis,30.0,46.0,14.0,16.0,9.0,37.0,0
174986,2023-06-20,Hart Research Associates/Public Opinion Strategies,1000.0,rv,Mike Pence,20.0,52.0,3.0,17.0,26.0,26.0,0
174987,2023-06-20,Hart Research Associates/Public Opinion Strategies,1000.0,rv,Nikki Haley,19.0,25.0,4.0,15.0,14.0,11.0,0
174988,2023-06-20,Hart Research Associates/Public Opinion Strategies,1000.0,rv,Tim Scott,18.0,18.0,8.0,10.0,10.0,8.0,0
174989,2023-06-20,Hart Research Associates/Public Opinion Strategies,1000.0,rv,Chris Christie,13.0,43.0,1.0,12.0,22.0,21.0,0
175049,2023-06-20,Global Strategy Group/GBAO/Navigator Research,1000.0,rv,Donald Trump,38.0,60.0,23.0,16.0,11.0,50.0,0
175206,2023-06-20,Global Strategy Group/GBAO/Navigator Research,1000.0,rv,Joe Biden,41.0,58.0,16.0,25.0,14.0,44.0,0
175209,2023-06-20,Global Strategy Group/GBAO/Navigator Research,1000.0,rv,Ron DeSantis,33.0,49.0,12.0,21.0,12.0,37.0,0
174850,2023-06-19,McLaughlin,1000.0,lv,Joe Biden,41.0,56.0,18.0,23.0,14.0,41.0,0
174962,2023-06-19,Rasmussen (Pulse Opinion Research),1051.0,lv,Nikki Haley,41.0,40.0,11.0,30.0,19.0,21.0,0
174717,2023-06-17,SSRS,1350.0,a,Joe Biden,32.0,56.0,,,,,0
174718,2023-06-17,SSRS,,rv,Joe Biden,35.0,56.0,,,,,0
174720,2023-06-17,SSRS,1350.0,a,Donald Trump,33.0,59.0,,,,,0
174721,2023-06-17,SSRS,,rv,Donald Trump,35.0,59.0,,,,,0
174642,2023-06-15,HarrisX/Harris Poll,2090.0,rv,Donald Trump,45.0,48.0,29.0,16.0,12.0,36.0,0
174643,2023-06-15,HarrisX/Harris Poll,2090.0,rv,Robert F. Kennedy,45.0,25.0,13.0,33.0,15.0,10.0,0
174644,2023-06-15,HarrisX/Harris Poll,2090.0,rv,Ron DeSantis,43.0,37.0,18.0,25.0,13.0,24.0,0
174645,2023-06-15,HarrisX/Harris Poll,2090.0,rv,Joe Biden,41.0,52.0,20.0,21.0,12.0,40.0,0
174647,2023-06-15,HarrisX/Harris Poll,2090.0,rv,Mike Pence,38.0,45.0,12.0,26.0,22.0,22.0,0
174648,2023-06-15,HarrisX/Harris Poll,2090.0,rv,Tim Scott,35.0,25.0,12.0,23.0,13.0,12.0,0
174649,2023-06-15,HarrisX/Harris Poll,2090.0,rv,Nikki Haley,34.0,30.0,10.0,24.0,15.0,15.0,0
174650,2023-06-15,HarrisX/Harris Poll,2090.0,rv,Chris Christie,27.0,43.0,6.0,21.0,23.0,20.0,0
174651,2023-06-15,HarrisX/Harris Poll,2090.0,rv,Vivek G. Ramaswamy,27.0,18.0,10.0,17.0,10.0,9.0,0
174653,2023-06-15,HarrisX/Harris Poll,2090.0,rv,Asa Hutchinson,18.0,25.0,5.0,13.0,13.0,12.0,0
174654,2023-06-15,HarrisX/Harris Poll,2090.0,rv,Marianne Williamson,17.0,24.0,5.0,12.0,13.0,11.0,0
174655,2023-06-15,HarrisX/Harris Poll,2090.0,rv,Doug Burgum,14.0,17.0,5.0,10.0,9.0,9.0,0
174394,2023-06-13,YouGov,1500.0,a,Donald Trump,43.0,53.0,25.0,18.0,10.0,43.0,0
174395,2023-06-13,YouGov,1303.0,rv,Donald Trump,43.0,54.0,27.0,16.0,9.0,45.0,0
174400,2023-06-13,YouGov,1500.0,a,Joe Biden,45.0,52.0,20.0,25.0,11.0,41.0,0
174401,2023-06-13,YouGov,1303.0,rv,Joe Biden,45.0,53.0,22.0,23.0,11.0,42.0,0
174403,2023-06-13,YouGov,1500.0,a,Nikki Haley,33.0,34.0,9.0,24.0,14.0,20.0,0
174404,2023-06-13,YouGov,1303.0,rv,Nikki Haley,35.0,36.0,10.0,25.0,15.0,21.0,0
174406,2023-06-13,YouGov,1500.0,a,Ron DeSantis,41.0,46.0,18.0,23.0,12.0,34.0,0
174407,2023-06-13,YouGov,1303.0,rv,Ron DeSantis,42.0,48.0,20.0,22.0,11.0,37.0,0
174409,2023-06-13,YouGov,1500.0,a,Marianne Williamson,19.0,24.0,4.0,15.0,14.0,10.0,0
174411,2023-06-13,YouGov,1298.0,rv,Marianne Williamson,19.0,26.0,4.0,15.0,15.0,11.0,0
174412,2023-06-13,YouGov,1500.0,a,Robert F. Kennedy,49.0,30.0,13.0,36.0,16.0,14.0,0
174414,2023-06-13,YouGov,1298.0,rv,Robert F. Kennedy,50.0,32.0,13.0,37.0,16.0,16.0,0
174415,2023-06-13,YouGov,1500.0,a,Mike Pence,36.0,53.0,8.0,28.0,24.0,29.0,0
174416,2023-06-13,YouGov,1303.0,rv,Mike Pence,37.0,56.0,9.0,28.0,24.0,32.0,0
174418,2023-06-13,YouGov,1500.0,a,Chris Christie,27.0,51.0,5.0,22.0,26.0,25.0,0
174419,2023-06-13,YouGov,1303.0,rv,Chris Christie,28.0,54.0,5.0,23.0,27.0,27.0,0
174421,2023-06-13,YouGov,1500.0,a,Vivek G. Ramaswamy,26.0,19.0,7.0,19.0,8.0,11.0,0
174422,2023-06-13,YouGov,1303.0,rv,Vivek G. Ramaswamy,27.0,19.0,8.0,19.0,8.0,11.0,0
174424,2023-06-13,YouGov,1500.0,a,Tim Scott,33.0,25.0,13.0,20.0,12.0,13.0,0
174425,2023-06-13,YouGov,1303.0,rv,Tim Scott,36.0,27.0,15.0,21.0,12.0,15.0,0
174450,2023-06-12,Quinnipiac,1735.0,rv,Donald Trump,37.0,59.0,,,,,0
174452,2023-06-12,Quinnipiac,1735.0,rv,Ron DeSantis,33.0,48.0,,,,,0
174454,2023-06-12,Quinnipiac,1735.0,rv,Nikki Haley,23.0,35.0,,,,,0
174456,2023-06-12,Quinnipiac,1735.0,rv,Mike Pence,25.0,59.0,,,,,0
174458,2023-06-12,Quinnipiac,1735.0,rv,Joe Biden,42.0,54.0,,,,,0
174460,2023-06-12,Quinnipiac,1735.0,rv,Tim Scott,22.0,22.0,,,,,0
174462,2023-06-12,Quinnipiac,1735.0,rv,Asa Hutchinson,10.0,17.0,,,,,0
174464,2023-06-12,Quinnipiac,1735.0,rv,Chris Christie,19.0,53.0,,,,,0
174466,2023-06-12,Quinnipiac,1735.0,rv,Vivek G. Ramaswamy,12.0,12.0,,,,,0
174468,2023-06-12,Quinnipiac,1735.0,rv,Larry A. Elder,15.0,14.0,,,,,0
174470,2023-06-12,Quinnipiac,1735.0,rv,Doug Burgum,2.0,7.0,,,,,0
174472,2023-06-12,Quinnipiac,1735.0,rv,Robert F. Kennedy,31.0,26.0,,,,,0
174474,2023-06-12,Quinnipiac,1735.0,rv,Marianne Williamson,7.0,21.0,,,,,0
174502,2023-06-11,Rasmussen (Pulse Opinion Research),1003.0,lv,Mike Pence,39.0,52.0,12.0,27.0,23.0,29.0,0
174590,2023-06-11,Rasmussen (Pulse Opinion Research),1003.0,lv,Tim Scott,43.0,33.0,19.0,24.0,17.0,16.0,0
174262,2023-06-10,Ipsos,910.0,a,Donald Trump,31.0,56.0,,,,,0
174263,2023-06-10,Ipsos,910.0,a,Joe Biden,31.0,52.0,,,,,0
