question_id,end_date,pollster,sample_size,population,politician,favorable,unfavorable,very_favorable,somewhat_favorable,somewhat_unfavorable,very_unfavorable,results
114058,2019-11-26,YouGov,1182,rv,John K. Delaney,18.0,28.0,4.0,14.0,12.0,16.0,0
114062,2019-11-26,YouGov,1186,rv,Tulsi Gabbard,26.0,41.0,7.0,19.0,19.0,22.0,0
114066,2019-11-26,YouGov,1185,rv,Kamala D. Harris,36.0,50.0,14.0,22.0,13.0,37.0,0
114070,2019-11-26,YouGov,1186,rv,Amy Klobuchar,31.0,39.0,10.0,21.0,16.0,23.0,0
114074,2019-11-26,YouGov,1186,rv,Deval Patrick,16.0,31.0,5.0,11.0,13.0,18.0,0
114082,2019-11-26,YouGov,1189,rv,Joe Sestak,12.0,24.0,3.0,9.0,11.0,13.0,0
114086,2019-11-26,YouGov,1186,rv,Tom Steyer,23.0,37.0,5.0,18.0,14.0,23.0,0
114094,2019-11-26,YouGov,1184,rv,Marianne Williamson,17.0,41.0,3.0,14.0,17.0,24.0,0
114098,2019-11-26,YouGov,1187,rv,Andrew Yang,34.0,37.0,9.0,25.0,18.0,19.0,0
114078,2019-11-26,YouGov,1186,rv,Bernard Sanders,43.0,52.0,22.0,21.0,13.0,39.0,0
114034,2019-11-26,YouGov,1187,rv,Joseph R. Biden Jr.,43.0,51.0,20.0,23.0,16.0,35.0,1
114090,2019-11-26,YouGov,1186,rv,Elizabeth Warren,42.0,50.0,22.0,20.0,11.0,39.0,0
114751,2019-11-26,YouGov,1187,rv,Donald Trump,45.0,54.0,35.0,10.0,4.0,50.0,1
114676,2019-11-24,Morning Consult,1988,rv,Donald Trump,40.0,55.0,,,,,1
113263,2019-11-19,YouGov,1219,rv,Michael F. Bennet,19.0,23.0,5.0,14.0,11.0,12.0,0
113271,2019-11-19,YouGov,1217,rv,Cory A. Booker,35.0,43.0,10.0,25.0,12.0,31.0,0
113275,2019-11-19,YouGov,1217,rv,Steve Bullock,17.0,23.0,6.0,11.0,11.0,12.0,0
113279,2019-11-19,YouGov,1218,rv,Pete Buttigieg,40.0,38.0,18.0,22.0,12.0,26.0,0
113283,2019-11-19,YouGov,1219,rv,Julián Castro,30.0,40.0,8.0,22.0,14.0,26.0,0
113287,2019-11-19,YouGov,1217,rv,John K. Delaney,17.0,26.0,3.0,14.0,13.0,13.0,0
113291,2019-11-19,YouGov,1214,rv,Tulsi Gabbard,25.0,41.0,5.0,20.0,20.0,21.0,0
113295,2019-11-19,YouGov,1222,rv,Kamala D. Harris,36.0,48.0,13.0,23.0,12.0,36.0,0
113299,2019-11-19,YouGov,1218,rv,Amy Klobuchar,29.0,36.0,9.0,20.0,16.0,20.0,0
113303,2019-11-19,YouGov,1215,rv,Wayne Messam,8.0,17.0,2.0,6.0,7.0,10.0,0
113307,2019-11-19,YouGov,1211,rv,Deval Patrick,16.0,28.0,3.0,13.0,12.0,16.0,0
113315,2019-11-19,YouGov,1217,rv,Joe Sestak,11.0,22.0,2.0,9.0,10.0,12.0,0
113319,2019-11-19,YouGov,1216,rv,Tom Steyer,22.0,33.0,6.0,16.0,12.0,21.0,0
113327,2019-11-19,YouGov,1217,rv,Marianne Williamson,15.0,37.0,3.0,12.0,16.0,21.0,0
113331,2019-11-19,YouGov,1215,rv,Andrew Yang,32.0,37.0,8.0,24.0,18.0,19.0,0
113335,2019-11-19,YouGov,1223,rv,Michael Bloomberg,24.0,45.0,5.0,19.0,17.0,28.0,0
113323,2019-11-19,YouGov,1218,rv,Elizabeth Warren,44.0,46.0,25.0,19.0,10.0,36.0,0
113267,2019-11-19,YouGov,1218,rv,Joseph R. Biden Jr.,44.0,49.0,20.0,24.0,15.0,34.0,1
113311,2019-11-19,YouGov,1217,rv,Bernard Sanders,42.0,52.0,21.0,21.0,14.0,38.0,0
114752,2019-11-19,YouGov,1218,rv,Donald Trump,44.0,55.0,32.0,12.0,7.0,48.0,1
113205,2019-11-17,Morning Consult,1994,rv,Deval Patrick,9.0,19.0,,,,,0
114677,2019-11-17,Morning Consult,1994,rv,Donald Trump,41.0,55.0,,,,,1
112942,2019-11-12,YouGov,1196,rv,Michael F. Bennet,18.0,24.0,5.0,13.0,10.0,14.0,0
112950,2019-11-12,YouGov,1194,rv,Cory A. Booker,38.0,42.0,13.0,25.0,10.0,32.0,0
112954,2019-11-12,YouGov,1191,rv,Steve Bullock,14.0,22.0,4.0,10.0,9.0,13.0,0
112958,2019-11-12,YouGov,1196,rv,Pete Buttigieg,38.0,39.0,17.0,21.0,12.0,27.0,0
112962,2019-11-12,YouGov,1194,rv,Julián Castro,30.0,42.0,8.0,22.0,13.0,29.0,0
112966,2019-11-12,YouGov,1191,rv,John K. Delaney,14.0,27.0,3.0,11.0,12.0,15.0,0
112970,2019-11-12,YouGov,1193,rv,Tulsi Gabbard,25.0,43.0,6.0,19.0,21.0,22.0,0
112974,2019-11-12,YouGov,1196,rv,Kamala D. Harris,38.0,47.0,14.0,24.0,10.0,37.0,0
112978,2019-11-12,YouGov,1197,rv,Amy Klobuchar,31.0,38.0,9.0,22.0,15.0,23.0,0
112982,2019-11-12,YouGov,1191,rv,Wayne Messam,7.0,19.0,3.0,4.0,8.0,11.0,0
112990,2019-11-12,YouGov,1192,rv,Joe Sestak,9.0,22.0,2.0,7.0,9.0,13.0,0
112994,2019-11-12,YouGov,1194,rv,Tom Steyer,21.0,34.0,5.0,16.0,11.0,23.0,0
113002,2019-11-12,YouGov,1193,rv,Marianne Williamson,15.0,41.0,4.0,11.0,20.0,21.0,0
113006,2019-11-12,YouGov,1193,rv,Andrew Yang,33.0,35.0,9.0,24.0,16.0,19.0,0
113013,2019-11-12,YouGov,1196,rv,Michael Bloomberg,24.0,49.0,6.0,18.0,21.0,28.0,0
112998,2019-11-12,YouGov,1195,rv,Elizabeth Warren,44.0,47.0,26.0,18.0,9.0,38.0,0
112986,2019-11-12,YouGov,1196,rv,Bernard Sanders,44.0,49.0,22.0,22.0,11.0,38.0,0
114753,2019-11-12,YouGov,1196,rv,Donald Trump,43.0,55.0,34.0,9.0,6.0,49.0,1
112946,2019-11-12,YouGov,1196,rv,Joseph R. Biden Jr.,41.0,51.0,18.0,23.0,14.0,37.0,1
114678,2019-11-10,Morning Consult,1993,rv,Donald Trump,39.0,56.0,,,,,1
112755,2019-11-05,YouGov,1191,rv,Michael F. Bennet,19.0,24.0,5.0,14.0,11.0,13.0,0
112763,2019-11-05,YouGov,1191,rv,Cory A. Booker,35.0,42.0,12.0,23.0,12.0,30.0,0
112767,2019-11-05,YouGov,1195,rv,Steve Bullock,16.0,24.0,4.0,12.0,10.0,14.0,0
112771,2019-11-05,YouGov,1196,rv,Pete Buttigieg,36.0,38.0,17.0,19.0,12.0,26.0,0
112775,2019-11-05,YouGov,1196,rv,Julián Castro,32.0,39.0,10.0,22.0,13.0,26.0,0
112779,2019-11-05,YouGov,1192,rv,John K. Delaney,17.0,29.0,3.0,14.0,13.0,16.0,0
112783,2019-11-05,YouGov,1191,rv,Tulsi Gabbard,25.0,42.0,7.0,18.0,22.0,20.0,0
112787,2019-11-05,YouGov,1194,rv,Kamala D. Harris,37.0,48.0,16.0,21.0,13.0,35.0,0
112791,2019-11-05,YouGov,1190,rv,Amy Klobuchar,30.0,37.0,11.0,19.0,15.0,22.0,0
112795,2019-11-05,YouGov,1189,rv,Wayne Messam,10.0,18.0,3.0,7.0,8.0,10.0,0
112803,2019-11-05,YouGov,1190,rv,Joe Sestak,13.0,22.0,3.0,10.0,9.0,13.0,0
112807,2019-11-05,YouGov,1192,rv,Tom Steyer,24.0,31.0,7.0,17.0,11.0,20.0,0
112815,2019-11-05,YouGov,1193,rv,Marianne Williamson,19.0,36.0,5.0,14.0,18.0,18.0,0
112819,2019-11-05,YouGov,1196,rv,Andrew Yang,34.0,35.0,9.0,25.0,16.0,19.0,0
112811,2019-11-05,YouGov,1192,rv,Elizabeth Warren,46.0,45.0,27.0,19.0,9.0,36.0,0
112799,2019-11-05,YouGov,1196,rv,Bernard Sanders,45.0,49.0,23.0,22.0,13.0,36.0,0
112759,2019-11-05,YouGov,1190,rv,Joseph R. Biden Jr.,44.0,50.0,21.0,23.0,15.0,35.0,1
114754,2019-11-05,YouGov,1190,rv,Donald Trump,44.0,55.0,35.0,9.0,7.0,48.0,1
112829,2019-11-03,Monmouth University,835,rv,Kamala D. Harris,27.0,46.0,8.0,19.0,13.0,33.0,0
112830,2019-11-03,Monmouth University,835,rv,Pete Buttigieg,27.0,34.0,9.0,18.0,13.0,21.0,0
112828,2019-11-03,Monmouth University,835,rv,Elizabeth Warren,42.0,44.0,20.0,22.0,9.0,35.0,0
112826,2019-11-03,Monmouth University,835,rv,Joseph R. Biden Jr.,43.0,50.0,18.0,25.0,17.0,33.0,1
114674,2019-11-03,Monmouth University,835,rv,Donald Trump,44.0,54.0,34.0,10.0,4.0,50.0,1
114679,2019-11-03,Morning Consult,1983,rv,Donald Trump,40.0,55.0,,,,,1
112827,2019-11-03,Monmouth University,835,rv,Bernard Sanders,41.0,54.0,20.0,21.0,14.0,40.0,0
112559,2019-10-31,Harris Poll,1810,rv,Bernard Sanders,48.0,41.0,19.0,29.0,16.0,25.0,0
112562,2019-10-31,Harris Poll,1810,rv,Beto O'Rourke,29.0,38.0,7.0,22.0,15.0,23.0,0
112563,2019-10-31,Harris Poll,1810,rv,Pete Buttigieg,31.0,30.0,8.0,23.0,14.0,16.0,0
112564,2019-10-31,Harris Poll,1810,rv,Kamala D. Harris,33.0,42.0,10.0,23.0,17.0,26.0,0
112561,2019-10-31,Harris Poll,1810,rv,Joseph R. Biden Jr.,48.0,42.0,16.0,32.0,17.0,25.0,1
112560,2019-10-31,Harris Poll,1810,rv,Elizabeth Warren,39.0,43.0,14.0,25.0,14.0,29.0,0
114656,2019-10-31,Harris Poll,1810,rv,Donald Trump,41.0,54.0,24.0,17.0,11.0,43.0,1
112451,2019-10-29,YouGov,1265,rv,Michael F. Bennet,16.0,24.0,5.0,11.0,11.0,13.0,0
112459,2019-10-29,YouGov,1269,rv,Cory A. Booker,36.0,42.0,12.0,24.0,12.0,30.0,0
112463,2019-10-29,YouGov,1267,rv,Steve Bullock,15.0,23.0,4.0,11.0,11.0,12.0,0
112467,2019-10-29,YouGov,1270,rv,Pete Buttigieg,38.0,38.0,16.0,22.0,11.0,27.0,0
112471,2019-10-29,YouGov,1269,rv,Julián Castro,30.0,41.0,9.0,21.0,13.0,28.0,0
112475,2019-10-29,YouGov,1270,rv,John K. Delaney,15.0,28.0,3.0,12.0,13.0,15.0,0
112479,2019-10-29,YouGov,1266,rv,Tulsi Gabbard,26.0,40.0,6.0,20.0,20.0,20.0,0
112483,2019-10-29,YouGov,1268,rv,Kamala D. Harris,37.0,47.0,13.0,24.0,11.0,36.0,0
112487,2019-10-29,YouGov,1264,rv,Amy Klobuchar,29.0,38.0,9.0,20.0,17.0,21.0,0
112491,2019-10-29,YouGov,1270,rv,Wayne Messam,7.0,21.0,2.0,5.0,9.0,12.0,0
112495,2019-10-29,YouGov,1267,rv,Beto O'Rourke,34.0,45.0,11.0,23.0,11.0,34.0,0
112503,2019-10-29,YouGov,1266,rv,Joe Sestak,10.0,22.0,2.0,8.0,9.0,13.0,0
112507,2019-10-29,YouGov,1270,rv,Tom Steyer,19.0,34.0,6.0,13.0,13.0,21.0,0
112515,2019-10-29,YouGov,1264,rv,Marianne Williamson,16.0,39.0,3.0,13.0,19.0,20.0,0
112519,2019-10-29,YouGov,1267,rv,Andrew Yang,33.0,36.0,9.0,24.0,16.0,20.0,0
112511,2019-10-29,YouGov,1268,rv,Elizabeth Warren,44.0,46.0,26.0,18.0,10.0,36.0,0
112499,2019-10-29,YouGov,1264,rv,Bernard Sanders,44.0,49.0,23.0,21.0,12.0,37.0,0
112455,2019-10-29,YouGov,1267,rv,Joseph R. Biden Jr.,44.0,48.0,20.0,24.0,15.0,33.0,1
114755,2019-10-29,YouGov,1270,rv,Donald Trump,45.0,54.0,33.0,12.0,5.0,49.0,1
114680,2019-10-28,Morning Consult,1997,rv,Donald Trump,42.0,54.0,,,,,1
114746,2019-10-26,Suffolk University,1000,rv,Donald Trump,44.0,52.0,,,,,1
111347,2019-10-22,YouGov,1200,rv,Michael F. Bennet,16.0,24.0,3.0,13.0,9.0,15.0,0
111355,2019-10-22,YouGov,1202,rv,Cory A. Booker,36.0,42.0,12.0,24.0,9.0,33.0,0
111359,2019-10-22,YouGov,1200,rv,Steve Bullock,12.0,24.0,3.0,9.0,10.0,14.0,0
111363,2019-10-22,YouGov,1199,rv,Pete Buttigieg,36.0,39.0,17.0,19.0,12.0,27.0,0
111367,2019-10-22,YouGov,1199,rv,Julián Castro,30.0,42.0,7.0,23.0,13.0,29.0,0
111371,2019-10-22,YouGov,1198,rv,John K. Delaney,15.0,28.0,3.0,12.0,11.0,17.0,0
111375,2019-10-22,YouGov,1201,rv,Tulsi Gabbard,27.0,39.0,7.0,20.0,18.0,21.0,0
111379,2019-10-22,YouGov,1200,rv,Kamala D. Harris,35.0,47.0,13.0,22.0,10.0,37.0,0
111383,2019-10-22,YouGov,1201,rv,Amy Klobuchar,29.0,38.0,9.0,20.0,15.0,23.0,0
111387,2019-10-22,YouGov,1198,rv,Wayne Messam,6.0,18.0,1.0,5.0,7.0,11.0,0
111391,2019-10-22,YouGov,1199,rv,Beto O'Rourke,34.0,46.0,10.0,24.0,10.0,36.0,0
111395,2019-10-22,YouGov,1199,rv,Tim Ryan,17.0,33.0,3.0,14.0,16.0,17.0,0
111403,2019-10-22,YouGov,1201,rv,Joe Sestak,8.0,23.0,2.0,6.0,9.0,14.0,0
111407,2019-10-22,YouGov,1200,rv,Tom Steyer,20.0,33.0,5.0,15.0,11.0,22.0,0
111415,2019-10-22,YouGov,1202,rv,Marianne Williamson,14.0,40.0,3.0,11.0,19.0,21.0,0
111419,2019-10-22,YouGov,1201,rv,Andrew Yang,31.0,38.0,8.0,23.0,16.0,22.0,0
111411,2019-10-22,YouGov,1199,rv,Elizabeth Warren,44.0,45.0,25.0,19.0,7.0,38.0,0
111399,2019-10-22,YouGov,1201,rv,Bernard Sanders,42.0,49.0,22.0,20.0,12.0,37.0,0
114756,2019-10-22,YouGov,1198,rv,Donald Trump,43.0,55.0,32.0,11.0,5.0,50.0,1
111351,2019-10-22,YouGov,1203,rv,Joseph R. Biden Jr.,42.0,51.0,20.0,22.0,16.0,35.0,1
114681,2019-10-21,Morning Consult,1989,rv,Donald Trump,41.0,55.0,,,,,1
111184,2019-10-20,CNN/SSRS,892,rv,Pete Buttigieg,31.0,25.0,,,,,0
111188,2019-10-20,CNN/SSRS,892,rv,Amy Klobuchar,23.0,21.0,,,,,0
111192,2019-10-20,CNN/SSRS,892,rv,Cory A. Booker,32.0,29.0,,,,,0
111176,2019-10-20,CNN/SSRS,892,rv,Bernard Sanders,49.0,47.0,,,,,0
111172,2019-10-20,CNN/SSRS,892,rv,Joseph R. Biden Jr.,47.0,45.0,,,,,1
111180,2019-10-20,CNN/SSRS,892,rv,Elizabeth Warren,40.0,43.0,,,,,0
114740,2019-10-20,CNN/SSRS,892,rv,Donald Trump,44.0,56.0,,,,,1
112298,2019-10-18,HarrisX,1002,rv,Pete Buttigieg,32.0,27.0,13.0,19.0,11.0,16.0,0
112301,2019-10-18,HarrisX,1002,rv,Kamala D. Harris,35.0,36.0,12.0,23.0,12.0,24.0,0
112310,2019-10-18,HarrisX,1002,rv,Cory A. Booker,31.0,32.0,10.0,21.0,12.0,20.0,0
112313,2019-10-18,HarrisX,1002,rv,Beto O'Rourke,30.0,36.0,10.0,20.0,13.0,23.0,0
112316,2019-10-18,HarrisX,1002,rv,Andrew Yang,28.0,26.0,8.0,20.0,12.0,14.0,0
112319,2019-10-18,HarrisX,1002,rv,Amy Klobuchar,25.0,28.0,9.0,16.0,12.0,16.0,0
112322,2019-10-18,HarrisX,1002,rv,Tom Steyer,19.0,24.0,5.0,14.0,10.0,14.0,0
112325,2019-10-18,HarrisX,1002,rv,Julián Castro,25.0,32.0,7.0,18.0,13.0,19.0,0
112328,2019-10-18,HarrisX,1002,rv,Tulsi Gabbard,21.0,24.0,7.0,14.0,12.0,12.0,0
112304,2019-10-18,HarrisX,1002,rv,Bernard Sanders,45.0,42.0,20.0,25.0,15.0,27.0,0
112307,2019-10-18,HarrisX,1002,rv,Elizabeth Warren,40.0,39.0,19.0,21.0,13.0,26.0,0
112295,2019-10-18,HarrisX,1002,rv,Joseph R. Biden Jr.,47.0,42.0,20.0,27.0,16.0,26.0,1
111822,2019-10-17,HarrisX,1000,rv,Pete Buttigieg,31.0,29.0,11.0,20.0,12.0,17.0,0
111825,2019-10-17,HarrisX,1000,rv,Kamala D. Harris,32.0,37.0,12.0,20.0,11.0,26.0,0
111834,2019-10-17,HarrisX,1000,rv,Cory A. Booker,30.0,31.0,9.0,21.0,12.0,19.0,0
111837,2019-10-17,HarrisX,1000,rv,Beto O'Rourke,31.0,33.0,11.0,20.0,11.0,22.0,0
111840,2019-10-17,HarrisX,1000,rv,Andrew Yang,29.0,26.0,8.0,21.0,11.0,15.0,0
111843,2019-10-17,HarrisX,1000,rv,Amy Klobuchar,24.0,27.0,7.0,17.0,12.0,15.0,0
111846,2019-10-17,HarrisX,1000,rv,Tom Steyer,22.0,23.0,8.0,14.0,8.0,15.0,0
111849,2019-10-17,HarrisX,1000,rv,Julián Castro,26.0,33.0,7.0,19.0,14.0,19.0,0
111852,2019-10-17,HarrisX,1000,rv,Tulsi Gabbard,20.0,27.0,6.0,14.0,13.0,14.0,0
111828,2019-10-17,HarrisX,1000,rv,Bernard Sanders,46.0,42.0,22.0,24.0,14.0,28.0,0
111819,2019-10-17,HarrisX,1000,rv,Joseph R. Biden Jr.,48.0,40.0,23.0,25.0,14.0,26.0,1
111831,2019-10-17,HarrisX,1000,rv,Elizabeth Warren,39.0,40.0,16.0,23.0,11.0,29.0,0
104618,2019-10-15,YouGov,1131,rv,Elizabeth Warren,48.0,43.0,27.0,21.0,7.0,36.0,0
104554,2019-10-15,YouGov,1126,rv,Michael F. Bennet,20.0,25.0,5.0,15.0,11.0,14.0,0
104562,2019-10-15,YouGov,1132,rv,Cory A. Booker,37.0,44.0,11.0,26.0,13.0,31.0,0
104566,2019-10-15,YouGov,1127,rv,Steve Bullock,17.0,25.0,5.0,12.0,11.0,14.0,0
104570,2019-10-15,YouGov,1124,rv,Pete Buttigieg,39.0,37.0,18.0,21.0,11.0,26.0,0
104574,2019-10-15,YouGov,1128,rv,Julián Castro,32.0,42.0,8.0,24.0,14.0,28.0,0
104578,2019-10-15,YouGov,1128,rv,John K. Delaney,18.0,30.0,4.0,14.0,14.0,16.0,0
104582,2019-10-15,YouGov,1132,rv,Tulsi Gabbard,28.0,38.0,8.0,20.0,20.0,18.0,0
104586,2019-10-15,YouGov,1131,rv,Kamala D. Harris,41.0,46.0,14.0,27.0,11.0,35.0,0
104590,2019-10-15,YouGov,1130,rv,Amy Klobuchar,33.0,37.0,10.0,23.0,14.0,23.0,0
104594,2019-10-15,YouGov,1127,rv,Wayne Messam,11.0,20.0,3.0,8.0,8.0,12.0,0
104598,2019-10-15,YouGov,1132,rv,Beto O'Rourke,38.0,46.0,10.0,28.0,13.0,33.0,0
104602,2019-10-15,YouGov,1128,rv,Tim Ryan,21.0,31.0,5.0,16.0,15.0,16.0,0
104610,2019-10-15,YouGov,1131,rv,Joe Sestak,14.0,24.0,4.0,10.0,11.0,13.0,0
104614,2019-10-15,YouGov,1129,rv,Tom Steyer,22.0,33.0,7.0,15.0,12.0,21.0,0
104622,2019-10-15,YouGov,1127,rv,Marianne Williamson,20.0,41.0,5.0,15.0,20.0,21.0,0
104626,2019-10-15,YouGov,1130,rv,Andrew Yang,36.0,36.0,9.0,27.0,16.0,20.0,0
104606,2019-10-15,YouGov,1134,rv,Bernard Sanders,46.0,48.0,21.0,25.0,12.0,36.0,0
104558,2019-10-15,YouGov,1129,rv,Joseph R. Biden Jr.,47.0,48.0,22.0,25.0,15.0,33.0,1
114757,2019-10-15,YouGov,1135,rv,Donald Trump,42.0,55.0,32.0,10.0,6.0,49.0,1
104415,2019-10-13,HarrisX,1000,rv,Elizabeth Warren,40.0,37.0,15.0,25.0,12.0,25.0,0
104412,2019-10-13,HarrisX,1000,rv,Bernard Sanders,45.0,40.0,19.0,26.0,13.0,27.0,0
104406,2019-10-13,HarrisX,1000,rv,Pete Buttigieg,29.0,27.0,10.0,19.0,11.0,16.0,0
104409,2019-10-13,HarrisX,1000,rv,Kamala D. Harris,32.0,35.0,12.0,20.0,11.0,24.0,0
104418,2019-10-13,HarrisX,1000,rv,Cory A. Booker,30.0,33.0,9.0,21.0,12.0,21.0,0
