question_id,end_date,pollster,sample_size,population,politician,favorable,unfavorable,very_favorable,somewhat_favorable,somewhat_unfavorable,very_unfavorable,results
97431,2019-05-30,Harris Poll,1295,rv,Pete Buttigieg,26.0,25.0,8.0,18.0,10.0,15.0,out
97433,2019-05-30,Harris Poll,1295,rv,Kamala D. Harris,33.0,33.0,12.0,21.0,11.0,22.0,out
97425,2019-05-30,Harris Poll,1295,rv,Elizabeth Warren,33.0,41.0,10.0,23.0,15.0,25.0,out
97348,2019-05-28,YouGov,1118,rv,Elizabeth Warren,44.0,41.0,22.0,22.0,9.0,32.0,out
114777,2019-05-28,YouGov,1118,rv,Donald Trump,44.0,54.0,33.0,11.0,6.0,48.0,in
97342,2019-05-28,YouGov,1119,rv,Bernard Sanders,45.0,47.0,22.0,23.0,15.0,32.0,out
97288,2019-05-28,YouGov,1118,rv,Joseph R. Biden Jr.,46.0,46.0,23.0,23.0,16.0,30.0,in
97285,2019-05-28,YouGov,1117,rv,Michael F. Bennet,16.0,18.0,4.0,12.0,9.0,9.0,out
97291,2019-05-28,YouGov,1117,rv,Cory A. Booker,34.0,37.0,13.0,21.0,10.0,27.0,out
97294,2019-05-28,YouGov,1116,rv,Steve Bullock,13.0,16.0,4.0,9.0,9.0,7.0,out
97297,2019-05-28,YouGov,1118,rv,Pete Buttigieg,34.0,33.0,16.0,18.0,10.0,23.0,out
97300,2019-05-28,YouGov,1119,rv,Julián Castro,26.0,31.0,9.0,17.0,11.0,20.0,out
97303,2019-05-28,YouGov,1117,rv,Bill de Blasio,17.0,45.0,5.0,12.0,15.0,30.0,out
97306,2019-05-28,YouGov,1120,rv,John K. Delaney,14.0,19.0,4.0,10.0,9.0,10.0,out
97309,2019-05-28,YouGov,1117,rv,Tulsi Gabbard,16.0,30.0,5.0,11.0,13.0,17.0,out
97312,2019-05-28,YouGov,1117,rv,Kirsten E. Gillibrand,30.0,37.0,8.0,22.0,13.0,24.0,out
97315,2019-05-28,YouGov,1119,rv,Mike Gravel,11.0,17.0,3.0,8.0,8.0,9.0,out
97318,2019-05-28,YouGov,1118,rv,Kamala D. Harris,38.0,39.0,19.0,19.0,10.0,29.0,out
97321,2019-05-28,YouGov,1115,rv,John Hickenlooper,18.0,25.0,5.0,13.0,10.0,15.0,out
97324,2019-05-28,YouGov,1117,rv,Jay Robert Inslee,18.0,18.0,5.0,13.0,8.0,10.0,out
97327,2019-05-28,YouGov,1119,rv,Amy Klobuchar,26.0,33.0,8.0,18.0,12.0,21.0,out
97330,2019-05-28,YouGov,1118,rv,Wayne Messam,9.0,15.0,3.0,6.0,7.0,8.0,out
97333,2019-05-28,YouGov,1117,rv,Seth Moulton,12.0,18.0,4.0,8.0,8.0,10.0,out
97336,2019-05-28,YouGov,1120,rv,Beto O'Rourke,35.0,38.0,12.0,23.0,10.0,28.0,out
97339,2019-05-28,YouGov,1117,rv,Tim Ryan,18.0,24.0,4.0,14.0,12.0,12.0,out
97345,2019-05-28,YouGov,1117,rv,Eric Swalwell,17.0,23.0,6.0,11.0,8.0,15.0,out
97351,2019-05-28,YouGov,1117,rv,Marianne Williamson,13.0,18.0,4.0,9.0,8.0,10.0,out
97354,2019-05-28,YouGov,1118,rv,Andrew Yang,18.0,25.0,5.0,13.0,11.0,14.0,out
97390,2019-05-25,HarrisX,1001,rv,Bernard Sanders,41.0,44.0,16.0,25.0,15.0,29.0,out
97378,2019-05-25,HarrisX,1001,rv,Cory A. Booker,29.0,28.0,10.0,19.0,11.0,17.0,out
97380,2019-05-25,HarrisX,1001,rv,Julián Castro,22.0,21.0,7.0,15.0,9.0,12.0,out
97382,2019-05-25,HarrisX,1001,rv,Tulsi Gabbard,14.0,17.0,4.0,10.0,9.0,8.0,out
97384,2019-05-25,HarrisX,1001,rv,Kamala D. Harris,33.0,29.0,13.0,20.0,8.0,21.0,out
97386,2019-05-25,HarrisX,1001,rv,Jay Robert Inslee,14.0,13.0,4.0,10.0,6.0,7.0,out
97388,2019-05-25,HarrisX,1001,rv,Beto O'Rourke,29.0,30.0,11.0,18.0,12.0,18.0,out
97392,2019-05-25,HarrisX,1001,rv,Marianne Williamson,12.0,14.0,4.0,8.0,7.0,7.0,out
97394,2019-05-25,HarrisX,1001,rv,Tim Ryan,19.0,17.0,6.0,13.0,9.0,8.0,out
97396,2019-05-25,HarrisX,1001,rv,Eric Swalwell,15.0,15.0,6.0,9.0,6.0,9.0,out
97356,2019-05-24,HarrisX,1000,rv,Joseph R. Biden Jr.,50.0,35.0,24.0,26.0,15.0,20.0,in
97368,2019-05-24,HarrisX,1000,rv,Elizabeth Warren,34.0,37.0,13.0,21.0,11.0,26.0,out
97358,2019-05-24,HarrisX,1000,rv,Pete Buttigieg,25.0,22.0,11.0,14.0,10.0,12.0,out
97360,2019-05-24,HarrisX,1000,rv,John K. Delaney,18.0,11.0,5.0,13.0,5.0,6.0,out
97362,2019-05-24,HarrisX,1000,rv,Kirsten E. Gillibrand,24.0,24.0,6.0,18.0,11.0,13.0,out
97364,2019-05-24,HarrisX,1000,rv,John Hickenlooper,16.0,16.0,6.0,10.0,8.0,8.0,out
97366,2019-05-24,HarrisX,1000,rv,Amy Klobuchar,19.0,22.0,5.0,14.0,10.0,12.0,out
97370,2019-05-24,HarrisX,1000,rv,Andrew Yang,18.0,14.0,6.0,12.0,7.0,7.0,out
97372,2019-05-24,HarrisX,1000,rv,Mike Gravel,13.0,9.0,5.0,8.0,5.0,4.0,out
97374,2019-05-24,HarrisX,1000,rv,Wayne Messam,11.0,10.0,3.0,8.0,5.0,5.0,out
97376,2019-05-24,HarrisX,1000,rv,Seth Moulton,11.0,11.0,4.0,7.0,5.0,6.0,out
97189,2019-05-21,YouGov,1106,rv,Elizabeth Warren,43.0,41.0,22.0,21.0,10.0,31.0,out
114778,2019-05-21,YouGov,1107,rv,Donald Trump,43.0,56.0,30.0,13.0,7.0,49.0,in
97183,2019-05-21,YouGov,1110,rv,Bernard Sanders,45.0,48.0,22.0,23.0,16.0,32.0,out
97129,2019-05-21,YouGov,1107,rv,Joseph R. Biden Jr.,47.0,46.0,23.0,24.0,20.0,26.0,in
97126,2019-05-21,YouGov,1108,rv,Michael F. Bennet,16.0,17.0,5.0,11.0,9.0,8.0,out
97132,2019-05-21,YouGov,1105,rv,Cory A. Booker,35.0,38.0,14.0,21.0,12.0,26.0,out
97135,2019-05-21,YouGov,1103,rv,Steve Bullock,15.0,16.0,4.0,11.0,8.0,8.0,out
97138,2019-05-21,YouGov,1106,rv,Pete Buttigieg,34.0,33.0,17.0,17.0,12.0,21.0,out
97141,2019-05-21,YouGov,1108,rv,Julián Castro,27.0,27.0,9.0,18.0,10.0,17.0,out
97144,2019-05-21,YouGov,1106,rv,Bill de Blasio,19.0,46.0,5.0,14.0,15.0,31.0,out
97147,2019-05-21,YouGov,1107,rv,John K. Delaney,13.0,17.0,4.0,9.0,8.0,9.0,out
97150,2019-05-21,YouGov,1106,rv,Tulsi Gabbard,19.0,29.0,6.0,13.0,14.0,15.0,out
97153,2019-05-21,YouGov,1109,rv,Kirsten E. Gillibrand,29.0,38.0,6.0,23.0,14.0,24.0,out
97156,2019-05-21,YouGov,1106,rv,Mike Gravel,13.0,16.0,4.0,9.0,8.0,8.0,out
97159,2019-05-21,YouGov,1106,rv,Kamala D. Harris,37.0,41.0,18.0,19.0,12.0,29.0,out
97162,2019-05-21,YouGov,1104,rv,John Hickenlooper,19.0,25.0,5.0,14.0,12.0,13.0,out
97165,2019-05-21,YouGov,1108,rv,Jay Robert Inslee,19.0,18.0,6.0,13.0,8.0,10.0,out
97168,2019-05-21,YouGov,1110,rv,Amy Klobuchar,28.0,31.0,8.0,20.0,14.0,17.0,out
97171,2019-05-21,YouGov,1103,rv,Wayne Messam,10.0,15.0,3.0,7.0,7.0,8.0,out
97174,2019-05-21,YouGov,1106,rv,Seth Moulton,11.0,17.0,4.0,7.0,7.0,10.0,out
97177,2019-05-21,YouGov,1106,rv,Beto O'Rourke,35.0,41.0,12.0,23.0,13.0,28.0,out
97180,2019-05-21,YouGov,1106,rv,Tim Ryan,18.0,22.0,5.0,13.0,12.0,10.0,out
97186,2019-05-21,YouGov,1108,rv,Eric Swalwell,19.0,23.0,8.0,11.0,7.0,16.0,out
97192,2019-05-21,YouGov,1107,rv,Marianne Williamson,14.0,17.0,5.0,9.0,7.0,10.0,out
97195,2019-05-21,YouGov,1105,rv,Andrew Yang,22.0,22.0,6.0,16.0,10.0,12.0,out
97094,2019-05-20,Quinnipiac University,1078,rv,Joseph R. Biden Jr.,49.0,39.0,,,,,in
114737,2019-05-20,Quinnipiac University,1078,rv,Donald Trump,38.0,57.0,,,,,in
97098,2019-05-20,Quinnipiac University,1078,rv,Beto O'Rourke,20.0,32.0,,,,,out
97100,2019-05-20,Quinnipiac University,1078,rv,Kamala D. Harris,27.0,30.0,,,,,out
97104,2019-05-20,Quinnipiac University,1078,rv,Cory A. Booker,23.0,31.0,,,,,out
97106,2019-05-20,Quinnipiac University,1078,rv,Amy Klobuchar,16.0,19.0,,,,,out
97108,2019-05-20,Quinnipiac University,1078,rv,Pete Buttigieg,23.0,19.0,,,,,out
97110,2019-05-20,Quinnipiac University,497,rv,Kirsten E. Gillibrand,17.0,26.0,,,,,out
97111,2019-05-20,Quinnipiac University,442,rv,Julián Castro,13.0,16.0,,,,,out
97112,2019-05-20,Quinnipiac University,529,rv,Tulsi Gabbard,7.0,17.0,,,,,out
97113,2019-05-20,Quinnipiac University,528,rv,Jay Robert Inslee,8.0,13.0,,,,,out
97114,2019-05-20,Quinnipiac University,476,rv,John Hickenlooper,8.0,13.0,,,,,out
97115,2019-05-20,Quinnipiac University,482,rv,John K. Delaney,6.0,12.0,,,,,out
97116,2019-05-20,Quinnipiac University,492,rv,Andrew Yang,8.0,13.0,,,,,out
97117,2019-05-20,Quinnipiac University,528,rv,Marianne Williamson,5.0,10.0,,,,,out
97118,2019-05-20,Quinnipiac University,503,rv,Wayne Messam,3.0,8.0,,,,,out
97119,2019-05-20,Quinnipiac University,516,rv,Eric Swalwell,6.0,15.0,,,,,out
97120,2019-05-20,Quinnipiac University,504,rv,Tim Ryan,8.0,15.0,,,,,out
97121,2019-05-20,Quinnipiac University,506,rv,Seth Moulton,2.0,13.0,,,,,out
97122,2019-05-20,Quinnipiac University,503,rv,Michael F. Bennet,8.0,13.0,,,,,out
97123,2019-05-20,Quinnipiac University,514,rv,Steve Bullock,4.0,11.0,,,,,out
97124,2019-05-20,Quinnipiac University,526,rv,Bill de Blasio,8.0,45.0,,,,,out
97096,2019-05-20,Quinnipiac University,1078,rv,Bernard Sanders,41.0,48.0,,,,,out
97102,2019-05-20,Quinnipiac University,1078,rv,Elizabeth Warren,32.0,41.0,,,,,out
114703,2019-05-19,Morning Consult,1995,rv,Donald Trump,41.0,56.0,,,,,in
114779,2019-05-14,YouGov,1237,rv,Donald Trump,44.0,54.0,32.0,12.0,7.0,47.0,in
96983,2019-05-14,YouGov,1237,rv,Joseph R. Biden Jr.,47.0,46.0,23.0,24.0,16.0,30.0,in
97040,2019-05-14,YouGov,1238,rv,Elizabeth Warren,42.0,45.0,22.0,20.0,11.0,34.0,out
97034,2019-05-14,YouGov,1238,rv,Bernard Sanders,44.0,49.0,21.0,23.0,14.0,35.0,out
96980,2019-05-14,YouGov,1239,rv,Michael F. Bennet,15.0,18.0,5.0,10.0,8.0,10.0,out
96986,2019-05-14,YouGov,1238,rv,Cory A. Booker,36.0,38.0,11.0,25.0,10.0,28.0,out
96989,2019-05-14,YouGov,1239,rv,Pete Buttigieg,34.0,31.0,15.0,19.0,10.0,21.0,out
96992,2019-05-14,YouGov,1242,rv,Julián Castro,27.0,29.0,7.0,20.0,9.0,20.0,out
96995,2019-05-14,YouGov,1240,rv,Bill de Blasio,20.0,40.0,5.0,15.0,12.0,28.0,out
96998,2019-05-14,YouGov,1242,rv,John K. Delaney,13.0,17.0,4.0,9.0,8.0,9.0,out
97001,2019-05-14,YouGov,1235,rv,Tulsi Gabbard,17.0,27.0,5.0,12.0,11.0,16.0,out
97004,2019-05-14,YouGov,1240,rv,Kirsten E. Gillibrand,29.0,36.0,8.0,21.0,13.0,23.0,out
97007,2019-05-14,YouGov,1238,rv,Mike Gravel,11.0,15.0,3.0,8.0,7.0,8.0,out
97010,2019-05-14,YouGov,1239,rv,Kamala D. Harris,39.0,39.0,19.0,20.0,9.0,30.0,out
97013,2019-05-14,YouGov,1240,rv,John Hickenlooper,16.0,26.0,4.0,12.0,11.0,15.0,out
97016,2019-05-14,YouGov,1242,rv,Jay Robert Inslee,17.0,18.0,6.0,11.0,7.0,11.0,out
97019,2019-05-14,YouGov,1237,rv,Amy Klobuchar,28.0,30.0,9.0,19.0,12.0,18.0,out
97022,2019-05-14,YouGov,1239,rv,Wayne Messam,9.0,14.0,4.0,5.0,6.0,8.0,out
97025,2019-05-14,YouGov,1240,rv,Seth Moulton,11.0,18.0,4.0,7.0,8.0,10.0,out
97028,2019-05-14,YouGov,1241,rv,Beto O'Rourke,35.0,41.0,11.0,24.0,11.0,30.0,out
97031,2019-05-14,YouGov,1240,rv,Tim Ryan,17.0,21.0,5.0,12.0,10.0,11.0,out
97037,2019-05-14,YouGov,1238,rv,Eric Swalwell,18.0,25.0,7.0,11.0,8.0,17.0,out
97043,2019-05-14,YouGov,1242,rv,Marianne Williamson,12.0,16.0,4.0,8.0,7.0,9.0,out
97046,2019-05-14,YouGov,1240,rv,Andrew Yang,19.0,21.0,6.0,13.0,9.0,12.0,out
114704,2019-05-12,Morning Consult,1995,rv,Donald Trump,41.0,55.0,,,,,in
114780,2019-05-07,YouGov,1162,rv,Donald Trump,45.0,53.0,31.0,14.0,6.0,47.0,in
96784,2019-05-07,YouGov,1166,rv,Joseph R. Biden Jr.,47.0,45.0,23.0,24.0,17.0,28.0,in
96835,2019-05-07,YouGov,1163,rv,Bernard Sanders,44.0,49.0,20.0,24.0,15.0,34.0,out
96781,2019-05-07,YouGov,1162,rv,Michael F. Bennet,17.0,19.0,5.0,12.0,8.0,11.0,out
96787,2019-05-07,YouGov,1161,rv,Cory A. Booker,33.0,40.0,13.0,20.0,11.0,29.0,out
96790,2019-05-07,YouGov,1158,rv,Pete Buttigieg,34.0,31.0,18.0,16.0,10.0,21.0,out
96793,2019-05-07,YouGov,1161,rv,Julián Castro,27.0,28.0,8.0,19.0,8.0,20.0,out
96796,2019-05-07,YouGov,1158,rv,Bill de Blasio,20.0,38.0,5.0,15.0,10.0,28.0,out
96799,2019-05-07,YouGov,1161,rv,John K. Delaney,14.0,17.0,3.0,11.0,8.0,9.0,out
96802,2019-05-07,YouGov,1161,rv,Tulsi Gabbard,18.0,27.0,5.0,13.0,11.0,16.0,out
96805,2019-05-07,YouGov,1160,rv,Kirsten E. Gillibrand,27.0,38.0,7.0,20.0,13.0,25.0,out
96808,2019-05-07,YouGov,1158,rv,Mike Gravel,10.0,17.0,4.0,6.0,7.0,10.0,out
96811,2019-05-07,YouGov,1161,rv,Kamala D. Harris,37.0,40.0,18.0,19.0,9.0,31.0,out
96814,2019-05-07,YouGov,1162,rv,John Hickenlooper,18.0,25.0,5.0,13.0,10.0,15.0,out
96817,2019-05-07,YouGov,1158,rv,Jay Robert Inslee,16.0,17.0,5.0,11.0,7.0,10.0,out
96820,2019-05-07,YouGov,1161,rv,Amy Klobuchar,26.0,32.0,8.0,18.0,13.0,19.0,out
96823,2019-05-07,YouGov,1158,rv,Wayne Messam,9.0,15.0,3.0,6.0,6.0,9.0,out
96826,2019-05-07,YouGov,1157,rv,Seth Moulton,11.0,19.0,3.0,8.0,8.0,11.0,out
96829,2019-05-07,YouGov,1161,rv,Beto O'Rourke,33.0,40.0,12.0,21.0,11.0,29.0,out
96832,2019-05-07,YouGov,1158,rv,Tim Ryan,16.0,23.0,4.0,12.0,12.0,11.0,out
96838,2019-05-07,YouGov,1157,rv,Eric Swalwell,18.0,26.0,6.0,12.0,7.0,19.0,out
96841,2019-05-07,YouGov,1160,rv,Elizabeth Warren,41.0,45.0,20.0,21.0,11.0,34.0,out
96844,2019-05-07,YouGov,1164,rv,Marianne Williamson,11.0,18.0,4.0,7.0,7.0,11.0,out
96847,2019-05-07,YouGov,1157,rv,Andrew Yang,18.0,23.0,5.0,13.0,9.0,14.0,out
114705,2019-05-06,Morning Consult,1990,rv,Donald Trump,41.0,52.0,,,,,in
96703,2019-05-01,Harris Poll,1536,rv,Bernard Sanders,49.0,41.0,17.0,33.0,16.0,25.0,out
96707,2019-05-01,Harris Poll,1536,rv,Joseph R. Biden Jr.,52.0,38.0,21.0,31.0,18.0,19.0,in
114662,2019-05-01,Harris Poll,1536,rv,Donald Trump,42.0,54.0,24.0,18.0,10.0,44.0,in
96709,2019-05-01,Harris Poll,1536,rv,Beto O'Rourke,32.0,30.0,10.0,22.0,12.0,18.0,out
96711,2019-05-01,Harris Poll,1536,rv,Pete Buttigieg,26.0,23.0,9.0,16.0,11.0,12.0,out
96713,2019-05-01,Harris Poll,1536,rv,Kamala D. Harris,34.0,33.0,10.0,24.0,13.0,20.0,out
96705,2019-05-01,Harris Poll,1536,rv,Elizabeth Warren,36.0,41.0,11.0,25.0,15.0,26.0,out
96695,2019-04-30,YouGov,1070,rv,Elizabeth Warren,44.0,41.0,23.0,21.0,9.0,32.0,out
114781,2019-04-30,YouGov,1068,rv,Donald Trump,43.0,54.0,32.0,11.0,8.0,46.0,in
96641,2019-04-30,YouGov,1068,rv,Joseph R. Biden Jr.,49.0,43.0,24.0,25.0,18.0,25.0,in
96689,2019-04-30,YouGov,1067,rv,Bernard Sanders,45.0,49.0,21.0,24.0,17.0,32.0,out
96644,2019-04-30,YouGov,1067,rv,Cory A. Booker,38.0,33.0,16.0,22.0,9.0,24.0,out
96647,2019-04-30,YouGov,1063,rv,Pete Buttigieg,33.0,27.0,18.0,15.0,10.0,17.0,out
96650,2019-04-30,YouGov,1071,rv,Julián Castro,29.0,25.0,11.0,18.0,9.0,16.0,out
96653,2019-04-30,YouGov,1070,rv,John K. Delaney,14.0,18.0,4.0,10.0,9.0,9.0,out
96656,2019-04-30,YouGov,1069,rv,Tulsi Gabbard,19.0,26.0,6.0,13.0,12.0,14.0,out
96659,2019-04-30,YouGov,1068,rv,Kirsten E. Gillibrand,29.0,33.0,8.0,21.0,13.0,20.0,out
96662,2019-04-30,YouGov,1069,rv,Mike Gravel,12.0,15.0,4.0,8.0,7.0,8.0,out
96665,2019-04-30,YouGov,1064,rv,Kamala D. Harris,39.0,37.0,20.0,19.0,10.0,27.0,out
96668,2019-04-30,YouGov,1066,rv,John Hickenlooper,21.0,22.0,6.0,15.0,11.0,11.0,out
96671,2019-04-30,YouGov,1069,rv,Jay Robert Inslee,20.0,16.0,7.0,13.0,7.0,9.0,out
96674,2019-04-30,YouGov,1063,rv,Amy Klobuchar,28.0,29.0,10.0,18.0,13.0,16.0,out
96677,2019-04-30,YouGov,1064,rv,Wayne Messam,10.0,14.0,3.0,7.0,6.0,8.0,out
96680,2019-04-30,YouGov,1063,rv,Seth Moulton,13.0,17.0,4.0,9.0,7.0,10.0,out
96683,2019-04-30,YouGov,1066,rv,Beto O'Rourke,39.0,36.0,16.0,23.0,10.0,26.0,out
96686,2019-04-30,YouGov,1067,rv,Tim Ryan,18.0,20.0,5.0,13.0,10.0,10.0,out
96692,2019-04-30,YouGov,1068,rv,Eric Swalwell,20.0,24.0,9.0,11.0,8.0,16.0,out
96698,2019-04-30,YouGov,1066,rv,Marianne Williamson,14.0,17.0,5.0,9.0,8.0,9.0,out
96701,2019-04-30,YouGov,1068,rv,Andrew Yang,18.0,21.0,5.0,13.0,9.0,12.0,out
96604,2019-04-29,HarrisX,1002,rv,Bernard Sanders,47.0,40.0,19.0,28.0,14.0,26.0,out
114706,2019-04-29,Morning Consult,1995,rv,Donald Trump,41.0,54.0,,,,,in
96592,2019-04-29,HarrisX,1002,rv,Cory A. Booker,27.0,27.0,8.0,19.0,11.0,16.0,out
96594,2019-04-29,HarrisX,1002,rv,Julián Castro,22.0,18.0,7.0,15.0,9.0,9.0,out
96596,2019-04-29,HarrisX,1002,rv,Tulsi Gabbard,13.0,16.0,5.0,8.0,8.0,8.0,out
96598,2019-04-29,HarrisX,1002,rv,Kamala D. Harris,32.0,30.0,13.0,19.0,10.0,20.0,out
96600,2019-04-29,HarrisX,1002,rv,Jay Robert Inslee,14.0,13.0,4.0,10.0,7.0,6.0,out
96602,2019-04-29,HarrisX,1002,rv,Beto O'Rourke,32.0,25.0,11.0,21.0,10.0,15.0,out
96606,2019-04-29,HarrisX,1002,rv,Marianne Williamson,16.0,10.0,5.0,11.0,4.0,6.0,out
96608,2019-04-29,HarrisX,1002,rv,Tim Ryan,18.0,13.0,5.0,13.0,7.0,6.0,out
96610,2019-04-29,HarrisX,1002,rv,Eric Swalwell,16.0,14.0,5.0,11.0,6.0,8.0,out
96570,2019-04-28,HarrisX,1001,rv,Joseph R. Biden Jr.,48.0,36.0,23.0,25.0,16.0,20.0,in
96613,2019-04-28,CNN/SSRS,913,rv,Joseph R. Biden Jr.,51.0,41.0,,,,,in
114743,2019-04-28,CNN/SSRS,913,rv,Donald Trump,45.0,54.0,,,,,in
96617,2019-04-28,CNN/SSRS,913,rv,Pete Buttigieg,22.0,20.0,,,,,out
96574,2019-04-28,HarrisX,1001,rv,John K. Delaney,12.0,15.0,3.0,9.0,8.0,7.0,out
96576,2019-04-28,HarrisX,1001,rv,Kirsten E. Gillibrand,24.0,25.0,5.0,19.0,12.0,13.0,out
96578,2019-04-28,HarrisX,1001,rv,John Hickenlooper,13.0,17.0,4.0,9.0,9.0,8.0,out
96580,2019-04-28,HarrisX,1001,rv,Amy Klobuchar,19.0,23.0,6.0,13.0,10.0,13.0,out
96584,2019-04-28,HarrisX,1001,rv,Andrew Yang,13.0,16.0,3.0,10.0,9.0,7.0,out
96586,2019-04-28,HarrisX,1001,rv,Mike Gravel,8.0,14.0,2.0,6.0,8.0,6.0,out
96588,2019-04-28,HarrisX,1001,rv,Wayne Messam,9.0,11.0,2.0,7.0,6.0,5.0,out
96590,2019-04-28,HarrisX,1001,rv,Seth Moulton,11.0,12.0,2.0,9.0,7.0,5.0,out
96572,2019-04-28,HarrisX,1001,rv,Pete Buttigieg,24.0,21.0,8.0,16.0,8.0,13.0,out
96621,2019-04-28,CNN/SSRS,913,rv,Kirsten E. Gillibrand,16.0,25.0,,,,,out
96625,2019-04-28,CNN/SSRS,913,rv,Tim Ryan,16.0,13.0,,,,,out
96629,2019-04-28,CNN/SSRS,913,rv,Eric Swalwell,8.0,18.0,,,,,out
96633,2019-04-28,CNN/SSRS,913,rv,Wayne Messam,3.0,7.0,,,,,out
96637,2019-04-28,CNN/SSRS,913,rv,Seth Moulton,5.0,9.0,,,,,out
96582,2019-04-28,HarrisX,1001,rv,Elizabeth Warren,31.0,41.0,11.0,20.0,14.0,27.0,out
114782,2019-04-23,YouGov,1261,rv,Donald Trump,44.0,54.0,32.0,12.0,7.0,47.0,in
96517,2019-04-23,YouGov,1261,rv,Bernard Sanders,45.0,48.0,23.0,22.0,14.0,34.0,out
96478,2019-04-23,YouGov,1261,rv,Joseph R. Biden Jr.,46.0,45.0,23.0,23.0,17.0,28.0,in
96523,2019-04-23,YouGov,1260,rv,Elizabeth Warren,40.0,44.0,18.0,22.0,11.0,33.0,out
96481,2019-04-23,YouGov,1264,rv,Cory A. Booker,34.0,37.0,13.0,21.0,10.0,27.0,out
96484,2019-04-23,YouGov,1264,rv,Pete Buttigieg,32.0,30.0,17.0,15.0,11.0,19.0,out
96487,2019-04-23,YouGov,1267,rv,Julián Castro,25.0,29.0,8.0,17.0,8.0,21.0,out
96490,2019-04-23,YouGov,1262,rv,John K. Delaney,14.0,20.0,4.0,10.0,7.0,13.0,out
96493,2019-04-23,YouGov,1263,rv,Tulsi Gabbard,18.0,30.0,5.0,13.0,11.0,19.0,out
96496,2019-04-23,YouGov,1264,rv,Kirsten E. Gillibrand,27.0,36.0,8.0,19.0,12.0,24.0,out
96499,2019-04-23,YouGov,1262,rv,Kamala D. Harris,36.0,39.0,15.0,21.0,9.0,30.0,out
96502,2019-04-23,YouGov,1259,rv,John Hickenlooper,17.0,24.0,5.0,12.0,8.0,16.0,out
96505,2019-04-23,YouGov,1261,rv,Jay Robert Inslee,17.0,20.0,7.0,10.0,7.0,13.0,out
96508,2019-04-23,YouGov,1259,rv,Amy Klobuchar,25.0,30.0,8.0,17.0,10.0,20.0,out
96511,2019-04-23,YouGov,1263,rv,Beto O'Rourke,35.0,38.0,14.0,21.0,9.0,29.0,out
96514,2019-04-23,YouGov,1258,rv,Tim Ryan,17.0,23.0,5.0,12.0,11.0,12.0,out
96520,2019-04-23,YouGov,1266,rv,Eric Swalwell,17.0,25.0,7.0,10.0,6.0,19.0,out
96526,2019-04-23,YouGov,1261,rv,Andrew Yang,20.0,24.0,7.0,13.0,9.0,15.0,out
96449,2019-04-21,Morning Consult,1992,rv,Joseph R. Biden Jr.,48.0,37.0,,,,,in
114707,2019-04-21,Morning Consult,1992,rv,Donald Trump,39.0,55.0,,,,,in
114783,2019-04-16,YouGov,1183,rv,Donald Trump,43.0,54.0,29.0,14.0,7.0,47.0,in
114647,2019-04-16,Fox News,1005,rv,Donald Trump,44.0,53.0,26.0,18.0,11.0,42.0,in
96377,2019-04-16,YouGov,1183,rv,Joseph R. Biden Jr.,47.0,45.0,21.0,26.0,18.0,27.0,in
96422,2019-04-16,YouGov,1183,rv,Elizabeth Warren,41.0,44.0,20.0,21.0,12.0,32.0,out
96416,2019-04-16,YouGov,1175,rv,Bernard Sanders,43.0,49.0,21.0,22.0,14.0,35.0,out
96380,2019-04-16,YouGov,1180,rv,Cory A. Booker,34.0,38.0,14.0,20.0,10.0,28.0,out
96383,2019-04-16,YouGov,1176,rv,Pete Buttigieg,32.0,26.0,17.0,15.0,9.0,17.0,out
96386,2019-04-16,YouGov,1182,rv,Julián Castro,27.0,33.0,10.0,17.0,11.0,22.0,out
96389,2019-04-16,YouGov,1180,rv,John K. Delaney,12.0,20.0,3.0,9.0,9.0,11.0,out
96392,2019-04-16,YouGov,1178,rv,Tulsi Gabbard,18.0,28.0,5.0,13.0,11.0,17.0,out
96395,2019-04-16,YouGov,1179,rv,Kirsten E. Gillibrand,27.0,38.0,8.0,19.0,13.0,25.0,out
96398,2019-04-16,YouGov,1181,rv,Kamala D. Harris,38.0,40.0,18.0,20.0,9.0,31.0,out
96401,2019-04-16,YouGov,1180,rv,John Hickenlooper,19.0,25.0,5.0,14.0,10.0,15.0,out
96404,2019-04-16,YouGov,1175,rv,Jay Robert Inslee,17.0,21.0,5.0,12.0,8.0,13.0,out
96407,2019-04-16,YouGov,1178,rv,Amy Klobuchar,27.0,32.0,9.0,18.0,13.0,19.0,out
96410,2019-04-16,YouGov,1174,rv,Beto O'Rourke,35.0,40.0,14.0,21.0,11.0,29.0,out
96413,2019-04-16,YouGov,1180,rv,Tim Ryan,16.0,24.0,5.0,11.0,11.0,13.0,out
96419,2019-04-16,YouGov,1178,rv,Eric Swalwell,19.0,23.0,8.0,11.0,7.0,16.0,out
96425,2019-04-16,YouGov,1176,rv,Andrew Yang,18.0,22.0,5.0,13.0,9.0,13.0,out
114708,2019-04-14,Morning Consult,1998,rv,Donald Trump,44.0,51.0,,,,,in
114784,2019-04-09,YouGov,1263,rv,Donald Trump,44.0,53.0,30.0,14.0,6.0,47.0,in
96187,2019-04-09,YouGov,1263,rv,Joseph R. Biden Jr.,49.0,45.0,22.0,27.0,18.0,27.0,in
96184,2019-04-09,YouGov,1261,rv,Stacey Yvonne Abrams,35.0,28.0,15.0,20.0,7.0,21.0,out
