Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
271363,29-Dec-14,Louisiana,New Orleans,Poydras and Bolivar,0,4,0,0,0
269679,27-Dec-14,California,Los Angeles,8800 block of South Figueroa Street,1,3,0,0,0
270036,27-Dec-14,California,Sacramento,4000 block of May Street,0,4,0,0,0
269167,26-Dec-14,Illinois,East St. Louis,2500 block of Summit Avenue,1,3,0,0,0
268598,24-Dec-14,Missouri,Saint Louis,18th and Pine,1,3,0,0,0
267792,23-Dec-14,Kentucky,Winchester,260 Oxford Dr,1,3,0,0,2
268282,22-Dec-14,Michigan,Detroit,Charlevoix and Philip,1,3,0,0,0
282186,22-Dec-14,New York,Webster,191 Lake Rd,3,2,1,0,0
267721,22-Dec-14,Illinois,Chicago,5700 block of South Green Street,0,5,0,0,0
266570,21-Dec-14,Florida,Sarasota,4034 N Washington Blvd,2,2,0,0,0
268910,21-Dec-14,Mississippi,Waynesboro,Central Avenue,1,4,0,0,2
266424,21-Dec-14,Illinois,Calumet City,600 block of Escanba,1,8,0,0,0
266407,20-Dec-14,Illinois,Rockford,3200 block of Montrose Avenue,4,0,0,0,1
264901,16-Dec-14,New Jersey,Elizabeth,Anna Street,0,4,0,0,0
263556,15-Dec-14,Pennsylvania,Lansdale,100 block of West 5th St,6,0,1,0,0
263376,14-Dec-14,Florida,Miami,1311 Northwest 2nd Avenue,1,4,0,0,0
263382,13-Dec-14,Florida,Tampa,810 E. Skagway Ave.,0,5,0,0,0
262202,12-Dec-14,Oregon,Portland,717 North Killingsworth Court,0,4,0,0,3
259935,7-Dec-14,Indiana,South Bend,16000 block of Roosevelt Road,0,4,0,0,0
227011,2-Dec-14,Missouri,Saint Louis,6000 block of Virginia Avenue,1,3,0,2,0
226983,2-Dec-14,Virginia,Newport News,6128 Jefferson Ave ,0,5,0,0,0
226534,30-Nov-14,Tennessee,Chattanooga,2412 East 13th Street ,0,5,0,0,0
226388,30-Nov-14,New York,Brooklyn,375 Remsen Avenue,0,4,0,0,0
226150,29-Nov-14,New Jersey,Newark,348 S Orange Ave,1,3,0,0,0
225903,29-Nov-14,Georgia,Atlanta,1600 block of Richmond Avenue,3,2,0,0,0
225830,28-Nov-14,Tennessee,Memphis,1849 East Brooks Road ,0,4,0,0,0
226018,27-Nov-14,Texas,Georgetown,Pvt Rd 934,2,3,0,0,0
225036,26-Nov-14,California,San Francisco,Mission and 13th streets,0,6,0,0,0
224362,23-Nov-14,Virginia,Parksley,Parksley Road,0,4,0,0,0
224131,23-Nov-14,Colorado,Denver,Federal Boulevard and 16th Avenue,1,4,0,0,0
223651,22-Nov-14,Ohio,Cleveland,1443 E 92nd St,4,1,0,0,1
223799,22-Nov-14,South Dakota,Sisseton,Fourth Avenue,3,1,1,0,0
223729,22-Nov-14,Ohio,Springfield,Clifton Avenue and Rice Street,1,3,0,0,0
223582,21-Nov-14,Pennsylvania,Pittsburgh,600 block of Miller Avenue,0,6,0,0,0
222792,19-Nov-14,Illinois,Chicago,700 block of North St. Louis Avenue,1,3,0,0,0
222393,18-Nov-14,Nevada,North Las Vegas,Englestad Street,0,4,0,0,0
221554,16-Nov-14,Ohio,Akron,1891 E Market St,1,4,0,0,1
224746,16-Nov-14,Texas,El Paso,115 S. Durango,0,5,0,1,0
221347,15-Nov-14,Missouri,Springfield,2555 N. Glenstone,4,0,0,0,1
221577,15-Nov-14,Florida,Miami,NW 55th and 12th,1,3,0,0,0
217831,8-Nov-14,California,Pomona,499 E. Arrow Highway,0,5,0,0,0
218054,7-Nov-14,California,Los Angeles,East 126th Street and North Compton Avenue,0,4,0,0,0
217401,7-Nov-14,California,Compton,136th Street ,0,4,0,0,0
216533,5-Nov-14,California,San Francisco,1100 block of Alabama Street ,0,4,0,0,0
212884,29-Oct-14,Tennessee,Memphis,Yale Road and Ramill Road,0,5,0,0,0
211348,26-Oct-14,Kentucky,Cadiz,1410 Old Dover Road,4,0,0,0,1
210363,24-Oct-14,Washington,Marysville,5611 108th St NE,4,1,1,0,0
209134,18-Oct-14,New York,Queens,33-02 Queens Blvd,0,4,0,0,1
207145,18-Oct-14,South Carolina,Graniteville,192 Breezy Hill Road,1,3,0,0,0
207687,18-Oct-14,New York,Brooklyn,Lenox Road,0,4,0,0,0
206303,16-Oct-14,Michigan,Detroit,Mogul Street,1,3,0,0,1
205726,14-Oct-14,Georgia,Peachtree Corners,6505 Bannor Lane,2,2,1,0,0
205298,13-Oct-14,Georgia,Atlanta,85 Mount Zion Road,0,4,0,0,0
204310,12-Oct-14,California,Stockton,1100 block of East March Lane,3,1,0,0,0
204477,12-Oct-14,Georgia,Atlanta,Arthur Langford Jr Place,1,3,0,0,0
204236,11-Oct-14,New York,Utica,222 Bleecker Street,0,4,0,1,1
202981,8-Oct-14,Georgia,Atlanta,Auburn Avenue and Edgewood Avenue,0,4,0,0,0
204254,8-Oct-14,New York,Guilderland,1846 Western Ave,4,0,0,0,0
201052,5-Oct-14,Michigan,Detroit,East 7 Mile Road and Sherwood Street,1,5,0,0,0
201630,5-Oct-14,Florida,Jacksonville,7300 block of Linda Drive,3,1,0,0,0
201648,4-Oct-14,Tennessee,Memphis,1400 block of Gherald Street,2,2,0,0,0
201502,4-Oct-14,California,Pomona,1925 West Holt Avenue ,0,4,0,0,0
198051,29-Sep-14,South Carolina,Walterboro,29 Sandy Dam Lane,1,6,0,1,2
198527,29-Sep-14,California,Fresno,2300 block of West Fountain Way ,0,4,0,0,0
197416,28-Sep-14,Pennsylvania,Philadelphia,2800 block of Hope Street,0,4,0,0,0
197384,28-Sep-14,Florida,Miami,NW 7th Ave and NW 64th St,0,15,0,0,0
197287,27-Sep-14,Missouri,Saint Louis,2000 block East John Avenue,0,5,0,0,0
198064,26-Sep-14,South Carolina,Florence,650 Turner Rd,1,4,0,0,2
194945,21-Sep-14,Ohio,East Liverpool,440 First St,0,4,0,0,0
193960,20-Sep-14,Mississippi,Batesville,8297 Curtis Rd,2,2,0,0,0
193570,19-Sep-14,New York,Queens,32-14 106th St,0,4,0,0,0
192851,18-Sep-14,Florida,Bell,2550 NW 29th Terrace,7,0,1,0,0
191416,15-Sep-14,Louisiana,New Orleans,Chef Menteur Highway and Dale Street,0,5,0,0,0
190874,14-Sep-14,Texas,Flour Bluff,229 Naval Air Station Drive,3,1,0,0,0
2172621,14-Sep-14,Texas,Corpus Christi,229 NAS Dr,3,1,0,0,1
190599,14-Sep-14,Alaska,Anchorage,225 E Fifth,0,6,0,0,0
189562,11-Sep-14,Michigan,Detroit,14000 block of Patton,1,7,0,0,0
188332,6-Sep-14,Florida,Orlando,2015 Orange Blossom Trail,0,4,0,0,0
186488,6-Sep-14,Georgia,Macon,576 Poplar Street,0,5,0,0,0
185393,4-Sep-14,Michigan,Flint,2400 block of Martin Luther King Boulevard,0,5,0,0,0
185430,3-Sep-14,California,Los Angeles,East 27th and Stanford ,0,6,0,0,0
185196,2-Sep-14,Mississippi,Jackson,3622 Medgar Evers Boulevard,2,3,0,0,0
184507,2-Sep-14,California,Highland,25000 block of Fifth Street ,0,5,0,0,0
183432,31-Aug-14,California,Livermore,200 block of South Q Street ,0,5,0,0,0
182974,29-Aug-14,Florida,Brooksville,820 Peach St,3,1,0,0,0
181947,27-Aug-14,Michigan,Detroit,16600 block of Edmore,1,3,0,0,0
180007,24-Aug-14,California,San Fernando,1400 block of Celis Street,4,5,0,0,1
180018,24-Aug-14,Illinois,Chicago,8300 block of South Halsted Street,1,3,0,0,0
180580,24-Aug-14,Georgia,Augusta,1013 Carrie Street,1,3,0,0,0
178425,20-Aug-14,Tennessee,Memphis,1400 block of Briarcrest Lane,0,5,0,0,0
178006,18-Aug-14,Louisiana,Saint Martinville,Main and Hyacinth streets,0,4,0,0,0
177770,17-Aug-14,California,East Palo Alto,Purdue Street and Georgetown Avenue,1,3,0,0,0
175943,17-Aug-14,Massachusetts,Boston,Edinboro Street,0,4,0,0,0
175911,17-Aug-14,New York,Queens,153-38 118th Ave,0,4,0,0,0
175839,17-Aug-14,Nevada,Las Vegas,Owens Avenue and H Street,0,4,0,0,0
175788,16-Aug-14,Utah,Salt Lake City,122 Pierpont Avenue,0,6,0,0,0
175779,16-Aug-14,New Jersey,Plainfield,West 3rd Street and Monroe Avenue,1,3,0,0,0
174560,14-Aug-14,Tennessee,Memphis,797 Pope Street,1,3,0,0,0
174544,13-Aug-14,Tennessee,Clarksville,Treeland Drive,0,4,0,0,0
175767,13-Aug-14,Louisiana,New Orleans,New Orleans and North Rocheblave streets,0,4,0,0,0
173369,12-Aug-14,New York,Buffalo,Oakmont Ave,1,3,0,0,0
173628,12-Aug-14,Georgia,Cartersville,Brent Cir,1,3,1,0,0
172304,10-Aug-14,Louisiana,New Orleans,5400 block of Burgundy St,2,5,0,0,2
172205,10-Aug-14,District of Columbia,Washington,50 block of N St SW,0,6,0,0,0
172288,10-Aug-14,Georgia,Wrightsville,2455 Idylwild Dr,0,6,0,0,0
172180,10-Aug-14,California,Moreno Valley,16300 block of Heather Glen Road ,0,7,0,0,0
171802,9-Aug-14,Minnesota,Minneapolis,400 3rd Ave N,1,8,0,0,0
173786,8-Aug-14,District of Columbia,Washington,2nd St NE and Todd Pl NE,0,4,0,0,0
171823,8-Aug-14,New Mexico,Albuquerque,3426 Vassar NE,1,3,0,0,0
171778,8-Aug-14,Wisconsin,Milwaukee,3000 block of N. 28th Street ,0,4,0,0,0
170704,6-Aug-14,California,Bakersfield,1700 block of Quincy Street ,3,1,0,0,0
169326,4-Aug-14,Georgia,Atlanta,1100 block of Joseph E. Boone Boulevard NW,0,5,0,0,0
168844,3-Aug-14,Virginia,Culpeper,14458 Rixeyville Rd,5,0,0,0,0
168551,3-Aug-14,Texas,Humble,3403 FM 1960,0,7,0,0,0
169024,3-Aug-14,Tennessee,Columbia,East 9th Street and Bridge Street,0,5,0,0,0
168786,3-Aug-14,Missouri,Saint Louis,5200 block of Thekla ,0,5,0,0,0
167872,2-Aug-14,Texas,Dallas,5125 Wynell Street,3,1,0,0,1
168307,2-Aug-14,Pennsylvania,Pittsburgh,Penn Avenue and 29th Street,1,5,0,0,0
168169,2-Aug-14,Massachusetts,New Bedford,Acushnet Avenue,0,7,0,0,0
167649,1-Aug-14,Pennsylvania,Philadelphia,1500 block of South Etting Street,1,3,0,0,0
176329,30-Jul-14,North Carolina,Hope Mills,5109 New Moon Dr,2,4,1,0,0
165856,28-Jul-14,Pennsylvania,Philadelphia,4900 block of North Front Street,1,4,0,0,0
165089,27-Jul-14,Missouri,Saint Louis,2000 block of East John Avenue,0,5,0,0,0
164513,26-Jul-14,Maine,Saco,35 Water Street,4,0,1,0,0
166970,26-Jul-14,Arkansas,Pine Bluff,Third Ave and Redbud St,1,3,0,0,0
163930,26-Jul-14,Georgia,Sylvester,Royal Street,0,8,0,0,0
163874,25-Jul-14,Illinois,Chicago,700 S California Ave,1,6,0,0,3
162687,23-Jul-14,Pennsylvania,Braddock,700 block of Hickory St,0,4,0,0,0
161302,21-Jul-14,New Jersey,Irvington,36 Welland Avenue,0,6,0,0,0
162008,21-Jul-14,Tennessee,Memphis,300 block of Foote Park Lane,0,4,0,0,0
161063,20-Jul-14,Nevada,Las Vegas,3400 block of N Rancho Dr,1,3,0,0,0
160998,20-Jul-14,Illinois,East Saint Louis,5103 block of Bunkum Rd,1,3,0,0,0
160488,19-Jul-14,Illinois,Chicago,1300 North Mason Avenue,0,4,0,0,0
159291,13-Jul-14,District of Columbia,Washington,1700 block of Lincoln Rd NE,0,4,0,0,0
158387,13-Jul-14,California,Sacramento,1972 Fulton Ave,1,4,0,0,0
158589,13-Jul-14,Connecticut,Stamford,84 West Park Place,0,5,0,0,0
158306,13-Jul-14,Washington,Skyway,12600 Renton Avenue South ,0,5,0,0,0
157857,12-Jul-14,California,Pasadena,1700 block of Summit Avenue,3,2,0,0,0
157580,11-Jul-14,Illinois,Chicago,5200 West Quincy Street,1,3,0,0,0
156670,9-Jul-14,Texas,Spring,711 Leaflet Ln,6,1,0,0,1
156468,8-Jul-14,Rhode Island,Providence,35 March Street,0,5,0,0,0
162305,7-Jul-14,Kentucky,Stopover,KY 194E,0,4,0,0,0
155943,7-Jul-14,California,San Bernardino,312  E Baseline Street ,1,4,0,0,0
156125,6-Jul-14,Florida,Miami,NW 20th Ave and NW 62nd St,2,2,0,0,0
155412,6-Jul-14,Missouri,Saint Louis,4600 block of Natural Bridge Avenue,0,4,0,0,0
155755,6-Jul-14,New York,Buffalo,100 block of Erb Street,0,4,0,0,0
154971,5-Jul-14,Oregon,Portland,333 SE 122nd Ave,1,4,0,0,1
154803,5-Jul-14,Texas,Houston,1700 Almeda-Genoa,0,6,0,0,0
154834,5-Jul-14,Virginia,Norfolk,861 W. 36th Street,0,7,0,0,0
154721,5-Jul-14,Indiana,Indianapolis,Broad Ripple Avenue,0,7,0,0,0
158055,5-Jul-14,Illinois,Centreville,4700 Piggott Avenue,0,5,0,0,0
154844,4-Jul-14,Virginia,Norfolk,1722 Thurgood Street,0,5,0,0,0
156834,2-Jul-14,Pennsylvania,Chester,1400 block of West Congress Street,0,5,0,0,0
153275,30-Jun-14,Kentucky,Lexington,Scottsdale Circle,1,3,0,0,1
152468,29-Jun-14,Louisiana,New Orleans,700 block of Bourbon St,1,9,0,0,1
153648,29-Jun-14,Missouri,Saint Louis,2800 block of Dayton,0,4,0,0,0
152693,29-Jun-14,California,Los Angeles,1100 block of North Vermont Avenue,1,5,0,0,1
152960,28-Jun-14,California,Antioch,5500 Cedar Point Way,0,7,0,0,0
153578,28-Jun-14,New York,Manhattan,Fifth Avenue and West 139th Street,0,4,0,0,0
152722,27-Jun-14,California,San Diego,1600 block of Cathy Street,1,3,0,0,0
157018,26-Jun-14,Michigan,Detroit,Grand St,2,2,0,0,0
151659,26-Jun-14,Wisconsin,Milwaukee,24th and Locust,0,5,0,0,0
151475,25-Jun-14,Massachusetts,Lowell,Midland Street,0,5,0,0,0
150299,24-Jun-14,Florida,Miami,Northwest 12th Avenue and 65th Street,2,7,0,0,0
154136,22-Jun-14,California,Windsor,Windsor Avenue,1,3,0,0,0
150344,21-Jun-14,Tennessee,Memphis,2119 East Alcy Road,0,5,0,0,7
149954,21-Jun-14,District of Columbia,Washington,Florida Ave NW and U St NW,0,4,0,0,0
157013,20-Jun-14,Maryland,Seat Pleasant,6600 block of Greig Street,0,4,0,0,0
146565,15-Jun-14,Indiana,Kokomo,5100 Clinton Drive,0,4,0,0,0
146586,15-Jun-14,Illinois,Park Forest,200 Berry Street,0,4,0,0,0
149706,13-Jun-14,California,Los Angeles,8600 block of South Figueroa Street,3,1,0,0,0
156245,9-Jun-14,New Jersey,Paterson,Rosa Parks Boulevard and Godwin Avenue,0,6,0,0,0
144524,8-Jun-14,Florida,Fort Myers,17372 Phlox Drive,4,0,1,0,0
144565,8-Jun-14,Alabama,Opp,611 Hardin Street,1,4,0,0,1
143979,7-Jun-14,Michigan,Oak Park,10811 W. Ten Mile Rd.,1,3,0,0,0
143723,7-Jun-14,South Carolina,Moncks Corner,Tish Lane,1,5,0,0,0
142822,4-Jun-14,Illinois,Chicago,4900 West West End Avenue,1,3,0,0,0
142818,3-Jun-14,Georgia,Atlanta,Auburn Avenue,1,4,0,0,1
142076,2-Jun-14,Illinois,Chicago,2660 E. 79th St,0,7,0,0,0
141792,1-Jun-14,California,Sacramento,6500 46th Street,0,4,0,0,0
141382,1-Jun-14,Illinois,Chicago,West Ferdinand Street and North Lavergne Avenue ,1,5,0,0,0
153532,31-May-14,California,San Bernardino,800 block of West Victoria St,1,3,0,0,0
139281,25-May-14,Ohio,Toledo,2100 block of Joffre Avenue,1,3,0,0,0
138567,24-May-14,Michigan,Detroit,Strathmoor St,0,4,0,0,0
138645,24-May-14,South Carolina,Myrtle Beach,104 N Ocean Blvd,3,1,0,0,0
138282,23-May-14,California,Goleta,840 Embarcadero del Norte,3,7,1,0,0
140185,23-May-14,Louisiana,New Orleans,6200 block of Eads Street,1,7,0,0,0
138370,23-May-14,California,Bellflower,9541 Flower Street,2,2,0,0,0
142123,21-May-14,Texas,Dallas,4515 Village Fair Pl,1,3,0,0,0
135904,18-May-14,Ohio,Sandusky,1643 Cleveland Rd,0,7,0,0,0
136567,17-May-14,California,Coachella,84000 block of Pedro Drive,1,3,0,0,1
136163,17-May-14,District of Columbia,Washington,2200 block of Adams Pl NE,0,5,0,0,0
134823,13-May-14,Georgia,Atlanta,Panther Trail and Childress Drive,0,5,0,0,0
134591,12-May-14,Illinois,Chicago,3400 West 24th Street,0,4,0,0,0
134238,11-May-14,Tennessee,Memphis,2517 Shasta,0,7,0,0,0
156823,10-May-14,California,Sacramento,3031 Guadalajara Way,1,6,0,0,2
134044,10-May-14,Georgia,Stone Mountain,1100 To Lani Farm Road,1,3,0,0,1
134052,10-May-14,Georgia,Decatur,Shamrock Dr,2,3,0,0,1
132897,4-May-14,Colorado,Wheat Ridge,12100 W 44th,0,4,0,0,0
131697,4-May-14,Illinois,Chicago,500 West Erie Street,1,3,0,0,0
131998,3-May-14,Arkansas,Jonesboro,2201 Moore Rd,3,4,1,0,0
132405,3-May-14,Texas,Houston,Gears Rd and Trickey Rd,0,6,0,0,0
130933,30-Apr-14,Illinois,Chicago,7200 South Phillips Avenue,0,4,0,0,0
130232,29-Apr-14,Georgia,Kennesaw,1675 Airport Road,0,6,1,0,0
129730,27-Apr-14,New York,Troy,Fourth Street,0,5,0,0,0
128871,25-Apr-14,Tennessee,Memphis,2000 Chelsea Avenue,2,3,0,0,0
173109,22-Apr-14,California,Los Angeles,6419 Brynhurst Avenue,1,3,0,0,0
127045,20-Apr-14,Illinois,Montgomery,1300 block of Jackson St,0,6,0,0,0
127413,20-Apr-14,Illinois,Chicago,6600 South Michigan Ave,0,5,0,0,0
127381,20-Apr-14,Florida,Tampa,2902 N. 32nd St.,2,2,0,0,0
156828,14-Apr-14,District of Columbia,Washington,1909 19th St SE,0,4,0,0,0
125028,12-Apr-14,Louisiana,New Orleans,2100 block of Pauger Street,1,3,0,0,0
124146,11-Apr-14,Indiana,Richmond,North 15th and H Streets,0,4,0,0,0
124131,9-Apr-14,Illinois,Rockford,300 N Sunset Ave,0,5,0,0,0
123891,9-Apr-14,Tennessee,Lookout Valley,Kellys Ferry Road and Kellys Ferry Place,3,1,0,0,0
123008,7-Apr-14,Louisiana,New Orleans,500 block of South Alexander Street,0,4,0,0,0
123666,6-Apr-14,Massachusetts,Springfield,90 Worthington St.,0,4,0,0,0
125863,6-Apr-14,Oklahoma,Oklahoma City,Northwest 29th Street and Portland Avenue,0,4,0,0,0
122136,5-Apr-14,Illinois,Chicago,4300 W Wilcox Street,1,5,0,0,0
122612,5-Apr-14,Arizona,Phoenix,5400 block of W Palm Ln,1,3,0,0,0
122672,5-Apr-14,California,Fairfield,Orchid Street ,0,4,0,0,0
121031,2-Apr-14,Texas,Fort Hood,Motor Pool Road and Tank Destroyer Boulevard,3,16,1,0,0
120621,30-Mar-14,Mississippi,Starkville,2938 Rockhill Rd,0,5,0,0,1
120303,30-Mar-14,North Carolina,Charlotte,4300 Sunset Road,0,5,0,0,0
117818,23-Mar-14,Texas,Arlington,2700 Majesty Drive,1,3,0,0,0
172722,23-Mar-14,California,Long Beach,601 Long Beach Boulevard,1,3,0,0,0
117914,23-Mar-14,California,San Francisco,Turk and Taylor,0,7,0,0,0
117642,21-Mar-14,South Carolina,North Charleston,7550 Dorchester Road,0,4,0,0,0
117591,16-Mar-14,Texas,Beaumont,S 4th St,3,1,0,0,1
125855,16-Mar-14,Georgia,Waynesboro,4960 Highway 80 West ,0,4,0,0,0
115012,14-Mar-14,New York,Brooklyn,S. Second and Roebling Sts,0,4,0,0,0
113156,9-Mar-14,Ohio,Fremont,531 W State St,3,1,0,0,0
113247,9-Mar-14,Texas,Austin,4900 block of West Race Avenue,0,6,0,0,0
113214,8-Mar-14,Illinois,Chicago,4900 West Race Ave,0,6,0,0,0
113255,8-Mar-14,California,Richmond,1600 block of First Street,1,3,0,0,0
112415,5-Mar-14,South Carolina,Pelzer,Law St,3,1,0,0,1
111095,1-Mar-14,Pennsylvania,Pittsburgh,Hamilton Ave,1,4,0,0,1
109957,25-Feb-14,Virginia,Glade Spring,33325 Graceland Ln,3,1,1,0,0
109142,22-Feb-14,California,Wilmington,1200 block of W Papeete St,0,4,0,0,0
108649,20-Feb-14,California,Alturas,300 W 1st St,4,1,0,0,1
108691,20-Feb-14,Indiana,Indianapolis,3200 block of S Parker Ave,4,0,0,0,1
107417,16-Feb-14,Florida,Orlando (Pine Hills),4500 block of Charlene Terrace,1,6,0,0,0
108659,16-Feb-14,Texas,Fort Worth, 115 NW 25th St.,1,4,0,0,0
107673,16-Feb-14,Indiana,Fort Wayne,Lafayette Street and East Tillman Road,0,5,0,0,0
107519,16-Feb-14,Texas,Dallas,2600 block of South Harwood Street,1,7,0,0,0
107433,16-Feb-14,Florida,Jacksonville,1187 S. Edgewood Ave.,1,4,0,0,0
107403,15-Feb-14,Nevada,Las Vegas,Sahara and Maryland ,0,5,0,0,0
106243,12-Feb-14,California,Stockton,1101 E Lindsay St,1,3,0,0,0
106394,12-Feb-14,Indiana,Gary,2220 block of Broadway,0,4,0,1,0
106481,12-Feb-14,California,Oakland,37th and International ,1,3,0,0,0
104721,7-Feb-14,Florida,Miami,Northwest 41st Street and 9th Avenue ,0,5,0,0,0
105010,6-Feb-14,Louisiana,New Orleans,4600 block of Downman Road,0,4,0,0,0
104218,5-Feb-14,Illinois,Chicago,6740 N Clark St,1,3,0,0,0
103698,3-Feb-14,Indiana,Franklin,2100 block of Bridlewood Dr,2,2,1,0,0
140117,30-Jan-14,Texas,Cypress,14015 Fosters Creek Dr,4,0,0,0,1
101301,27-Jan-14,North Carolina,Rocky Mount,821 Word Plaza,0,4,0,0,1
113665,27-Jan-14,Washington,Seattle,2nd Avenue South and South Main Street,1,4,0,0,1
100434,25-Jan-14,Illinois,Chicago,S Union Ave and W 51st St,1,4,0,0,0
100568,25-Jan-14,Florida,Belle Glade,600 block of Covenant Drive,0,4,0,0,0
98836,21-Jan-14,New Jersey,Newark,Springfield Avenue ,2,3,0,0,0
104902,20-Jan-14,Virginia,Manassas,8509 Rixlew Ln,0,4,0,0,0
97407,16-Jan-14,Oklahoma,Ardmore,H St NE and Martin Luther King Blvd,1,4,1,0,0
97365,16-Jan-14,Utah,Spanish Fork,37 N. 630 West,5,0,0,0,0
96792,14-Jan-14,California,Los Angeles,West 86th Street,0,4,0,0,0
96185,13-Jan-14,Michigan,Detroit,800 block of Calvert St,0,4,0,0,0
95579,12-Jan-14,Illinois,Elgin,300 block of North St,0,5,0,0,0
95500,12-Jan-14,Louisiana,Tallulah,3600 block of Highway 80 W,0,6,0,0,8
95550,12-Jan-14,Alabama,Huntsville,University Drive,0,5,0,0,0
95146,11-Jan-14,Mississippi,Jackson,3430 W. Capitol Street,0,4,0,0,0
94514,5-Jan-14,Pennsylvania,Erie,829 Parade St,1,3,0,0,0
92704,3-Jan-14,New York,Queens,Farmers Boulevard and 133rd Avenue,1,3,0,0,0
92194,1-Jan-14,Virginia,Norfolk,Rockingham Street and Berkley Avenue Extended,2,2,0,0,0
476321,31-Dec-15,Louisiana,New Orleans,1900 block of Amelia Street,0,5,0,1,1
473882,27-Dec-15,Tennessee,Jackson,North Parkway,0,4,0,0,0
472268,26-Dec-15,Pennsylvania,Philadelphia,4210 Macalester St,0,4,0,0,2
471867,25-Dec-15,Florida,Jacksonville,Franklin and Odessa,0,4,0,0,0
471860,25-Dec-15,Alabama,Mobile,785 Schillinger Rd S,0,4,0,0,0
469468,21-Dec-15,California,San Leandro,14600 block of East 14th Street,0,4,0,0,2
468968,20-Dec-15,North Carolina,Wilmington,11th and Castle Street,1,4,0,0,0
469614,20-Dec-15,Florida,North Miami Beach,NE 167th St and NE 6th Ave,0,4,0,0,0
468787,19-Dec-15,Florida,Miami,21630 SW 120th Ave,1,4,0,0,0
464665,13-Dec-15,California,Los Angeles,5550 S. Flower Street,1,3,0,0,0
464945,13-Dec-15,California,Huntington Beach,17000 block of Keelson Lane,0,4,0,0,0
465117,12-Dec-15,Illinois,Lovejoy (Brooklyn),307 Jefferson St,1,3,0,0,1
464002,12-Dec-15,Georgia,Savannah,Whitaker Street,0,4,0,0,1
463642,11-Dec-15,Maryland,Baltimore,5100 block of Park Heights Avenue,1,3,0,0,0
463734,11-Dec-15,Pennsylvania,Pittsburgh,1222 Brownsville Rd,0,4,0,0,0
461476,8-Dec-15,Ohio,Cincinnati,2300 block of Baltimore Ave,1,3,0,0,1
460049,6-Dec-15,Louisiana,Raceland,Market Street,1,3,0,0,2
460386,6-Dec-15,Nebraska,Omaha,North 108th Street and Military Road,2,3,0,0,1
456893,2-Dec-15,California,San Bernardino,1365 South Waterman Ave,14,19,2,0,0
457037,2-Dec-15,Georgia,Savannah,100 block of West 33rd Street,1,3,0,0,0
455394,29-Nov-15,Illinois,Kankakee,648 E Court St,0,5,0,0,0
454059,27-Nov-15,Colorado,Colorado Springs,3480 Centennial Blvd,3,9,0,0,1
455684,27-Nov-15,California,Sacramento,7900 block of Florin Road,2,2,0,0,0
454788,24-Nov-15,South Carolina,Conway,1321 Colletta Ct,0,4,0,0,0
452120,23-Nov-15,Minnesota,Minneapolis,Morgan Avenue North,0,5,0,0,4
452007,23-Nov-15,Ohio,Columbus,90 block of S Terrace Ave,3,1,1,0,0
453317,22-Nov-15,Texas,Brownsville,1800 block of FM 802,0,3,0,1,0
451305,22-Nov-15,New York,Newburgh,203 Broadway,0,5,0,0,0
452362,22-Nov-15,South Carolina,North Charleston,Park Circle,1,3,0,0,1
451349,22-Nov-15,Illinois,Chicago,4100 block of West Roosevelt,0,4,0,0,0
451495,22-Nov-15,Louisiana,New Orleans,1900 block of Gallier St,0,17,0,0,9
451338,22-Nov-15,Washington,Seattle,Broadway and Pike,0,4,0,0,2
451057,21-Nov-15,Maryland,Baltimore,Stricker and School,1,3,0,0,0
450505,20-Nov-15,Pennsylvania,Pittsburgh,Prospect Drive,1,3,0,0,0
449814,18-Nov-15,California,Fresno,California Avenue and Martin Luther King Jr. Boulevard,0,5,0,0,0
448653,16-Nov-15,Alabama,Cedar Bluff,1460 County Rd 664,3,1,0,0,1
448419,15-Nov-15,Texas,Tennessee Colony,800 block of An County Rd 2217,5,0,0,0,1
448286,15-Nov-15,Pennsylvania,Philadelphia,5600 block of Blakemore St,0,4,0,0,0
447462,14-Nov-15,Pennsylvania,Johnstown,1159 Main St,0,4,0,0,0
446996,13-Nov-15,Florida,Jacksonville,1300 block of South Shirley Oaks Drive,3,1,1,0,0
444458,9-Nov-15,Indiana,Indianapolis,400 block of North Beville Ave,2,2,0,0,3
443821,8-Nov-15,Iowa,Des Moines,4397 NW 6th Drive,1,3,0,0,1
444168,8-Nov-15,Michigan,Warren,13859 8 Mile Road,0,4,0,0,0
443652,7-Nov-15,Colorado,Denver,Bayaud and Bannock,1,3,0,0,1
444406,6-Nov-15,California,Bakersfield,1000 block of Feliz Drive,0,4,0,0,0
441681,3-Nov-15,Florida,Jacksonville,Ella Street and Kings Road,2,3,0,0,0
440743,2-Nov-15,South Carolina,Pendleton,2217 Refuge Road,4,0,0,0,0
438651,28-Oct-15,Louisiana,Houma,400 block of Morgan Street,1,3,0,0,2
437836,27-Oct-15,Texas,Fort Worth,1700 block of Southcrest Drive,0,5,0,0,0
437323,26-Oct-15,Indiana,Evansville,711 E Virginia St,0,2,0,3,4
436234,25-Oct-15,Arizona,Phoenix,Seventh Street and Broadway,1,4,0,0,0
436240,25-Oct-15,District of Columbia,Washington,4300 block of Wheeler Road SE,0,5,0,0,0
