Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
1418548,9-Jun-19,New York,Buffalo,2081 Niagara St,0,4,0,0,0
1418457,9-Jun-19,Tennessee,Henning,265 N Main St,1,3,0,0,0
1418180,8-Jun-19,Washington,White Swan,5151 Medicine Valley Rd,5,2,0,0,2
1417570,8-Jun-19,Illinois,Chicago,3500 block of W North Ave,0,4,0,0,0
1417716,7-Jun-19,Texas,Austin,8220 TX-71,0,5,0,0,1
1416374,6-Jun-19,Illinois,Chicago,2500 block of N Lake Shore Dr,1,3,0,0,0
1415399,5-Jun-19,California,Santa Rosa,828 W 9th Street,0,4,0,0,3
1412419,1-Jun-19,South Carolina,Allendale,473 Main St S,0,5,0,0,0
1411598,1-Jun-19,Illinois,Chicago,300 block of East Chicago Ave,0,4,0,0,0
1411408,1-Jun-19,Virginia,Portsmouth,1100 block of Mt Vernon Ave,1,3,0,0,1
1412243,1-Jun-19,Illinois,Chicago,5600 block of West Madison St,0,4,0,0,0
1411963,1-Jun-19,Georgia,Atlanta,12 Broad Street,0,4,0,1,0
1412430,1-Jun-19,Georgia,Macon,Suzanne Dr and Robinson Dr,2,4,0,0,2
1410442,31-May-19,Virginia,Virginia Beach,2405 Courthouse Drive,12,4,1,0,0
1411661,31-May-19,California,West Covina,306 N Hollow Ave,1,3,0,0,1
1410329,30-May-19,Illinois,Robbins,14000 block of Grace Ave,0,5,0,0,0
1408289,29-May-19,Texas,Cleveland,26311 TX-321,2,2,1,0,0
1409255,29-May-19,Louisiana,Reserve,300 block of Homewood Place,1,3,0,0,2
1407941,27-May-19,Missouri,Saint Louis,5900 block of Goodfellow Blvd,2,2,0,0,0
1406330,27-May-19,District of Columbia,Washington,1200 block of Sumner Rd SE,0,5,0,0,0
1407189,27-May-19,New Jersey,Trenton,100 block of Walnut St,1,5,0,0,0
1405445,26-May-19,District of Columbia,Washington,3509 Wheeler Rd SE,1,3,0,0,0
1405749,26-May-19,Virginia,La Crosse,800 block of Alvis Road,0,5,0,0,3
1406070,26-May-19,California,Stockton,600 block of E Oak St,1,3,0,0,0
1404417,25-May-19,New Jersey,Trenton,225 Brunswick Ave,0,9,0,0,0
1404580,25-May-19,Michigan,Detroit,3400 block of Devonshire,3,2,0,0,1
1405196,25-May-19,Virginia,Chesapeake,Holly Cove Dr and Schooner Trail,1,9,0,0,0
1405317,25-May-19,Maryland,Baltimore,500 block of N Belnord Ave,0,4,0,0,0
1405221,25-May-19,Oklahoma,Oklahoma City,N Kelley Ave and NE 26th St,0,5,0,0,0
1400095,20-May-19,Oklahoma,Tulsa,8118 E 16th St,2,2,0,0,1
1400146,20-May-19,Louisiana,Alexandria,1900 block of Bacon Street,1,4,0,0,1
1400561,20-May-19,Ohio,Columbus,2424 Sullivant Ave,0,4,0,0,0
1399820,19-May-19,Oregon,Portland,226 SE Madison St,0,5,0,0,0
1399017,18-May-19,Mississippi,Cascilla,700 Leverette Ln,0,4,1,0,0
1398553,18-May-19,Alabama,Atmore,100 Martin Luther King Avenue,1,8,0,0,2
1398593,18-May-19,California,Long Beach,1616 West Pacific Coast Highway,1,4,0,0,0
1398584,18-May-19,Iowa,Cedar Rapids,70 Kirkwood Ct SW,2,2,0,0,1
1400934,18-May-19,Nebraska,Omaha,2825 Y St,0,4,0,0,0
1399346,18-May-19,North Carolina,Winston Salem (Winston-salem),4252 Cody Drive,2,4,0,0,0
1398538,18-May-19,Indiana,Muncie,2410 W. Euclid Ave,1,6,0,0,1
1398876,17-May-19,California,Sacramento,7326 Stockton Blvd,1,3,0,0,0
1397521,16-May-19,Ohio,Cleveland,9500 Cardwell Ave,0,4,0,0,0
1396491,15-May-19,Louisiana,Saint Rose,100 block of St. Rose Ave,0,4,0,0,1
1395560,14-May-19,California,Los Angeles,1248 W 47th St,0,4,0,0,0
1393960,13-May-19,Louisiana,New Orleans,2100 block of 4th St,0,4,0,0,1
1394330,13-May-19,Missouri,Saint Louis,4047 Shreve Ave,4,1,0,0,0
1392923,11-May-19,Pennsylvania,Effort,Toll Rd and Bayberry Rd,0,4,0,0,1
1391971,10-May-19,Pennsylvania,Philadelphia,1900 block of N Croskey St,0,5,0,0,0
1392313,10-May-19,Missouri,Saint Louis,4000 block of Ashland Ave,0,6,0,0,0
1390764,8-May-19,Indiana,Indianapolis,Roache St and Rader St,0,4,0,0,0
1389220,7-May-19,Colorado,Littleton (Highlands Ranch),8773 S Ridgeline Blvd,1,8,0,0,2
1386962,5-May-19,New Jersey,North Bergen,2033 45th Street,1,3,0,1,1
1387170,5-May-19,California,Oceano,1001 Cabrillo Hwy,0,6,0,0,1
1386510,4-May-19,Missouri,Saint Louis,Union Blvd and Northland Ave,1,4,0,0,0
1386929,4-May-19,Indiana,Indianapolis,101 W Maryland St,0,4,0,0,0
1387245,4-May-19,California,Stockton,5105 Holiday Dr,1,4,0,0,0
1386575,4-May-19,Delaware,Wilmington,W 27th St and Tatnall St,0,4,0,0,0
1386481,3-May-19,Texas,Dallas,5400 Cedar Springs Rd,1,3,0,0,0
1386085,3-May-19,Maryland,Baltimore,1900 block of Ramsay St,0,5,0,0,0
1385642,3-May-19,Maryland,Baltimore,2500 block of E Biddle St,0,4,0,0,3
1384553,1-May-19,Massachusetts,Boston,32 Windermere Rd,1,3,0,0,0
1383752,30-Apr-19,North Carolina,Charlotte,9214 South Library Ln,2,4,0,0,1
1381857,28-Apr-19,Tennessee,Nashville,1407 Dr DB Todd Jr Blvd,0,7,0,0,0
1382099,28-Apr-19,Alabama,Birmingham,514 19th St Ensley,0,4,0,0,0
1382711,28-Apr-19,Ohio,West Chester,4637 Wyndtree Dr,4,0,0,0,1
1381979,28-Apr-19,Maryland,Baltimore,2544 Edmondson Ave,1,7,0,0,0
1381771,27-Apr-19,Mississippi,Jackson,700 block of Monterey St,1,3,0,0,0
1381273,27-Apr-19,California,Poway,16934 Chabad Way,1,3,0,0,1
1381734,27-Apr-19,California,Los Angeles,700 N San Fernando Rd,0,6,0,0,0
1377519,21-Apr-19,Pennsylvania,Philadelphia,1500 block of South 31st St,0,4,0,0,0
1376873,20-Apr-19,Tennessee,Memphis,761 Chestnut Ave,0,6,0,0,0
1376883,19-Apr-19,Kansas,Wichita,1628 S George Washington Blvd,0,4,0,0,1
1375235,18-Apr-19,Kentucky,Louisville,4000 block of Bells Ln,0,4,0,0,0
1373557,16-Apr-19,Maryland,Germantown,18700 block of Curry Powder Ln,1,3,0,0,0
1370795,14-Apr-19,Florida,Miami,NW 19th Ave and 60th St,2,2,0,0,1
1371024,14-Apr-19,California,Vallejo,100 block of Princeton Ave,1,3,0,0,0
1371065,14-Apr-19,California,Stockton,2539 E Main St,0,4,0,0,0
1374920,13-Apr-19,California,Moreno Valley,23500 block of Alessandro Blvd,0,4,0,0,0
1370269,12-Apr-19,Illinois,Carbondale,119 N Washington St,0,4,0,0,3
1368597,11-Apr-19,Maryland,Baltimore,2200 block of Ruskin Ave,1,3,0,0,1
1369109,11-Apr-19,California,Los Angeles,E 103rd St and S Main St,1,4,0,0,0
1369148,11-Apr-19,Arizona,Phoenix,7112 W Minnezona Ave,3,2,0,0,1
1367011,9-Apr-19,Missouri,Kansas City,5339 Michigan Ave,1,3,0,0,0
1365052,7-Apr-19,North Carolina,Winston Salem (Winston-salem),515 N Cherry St,0,7,0,0,1
1365077,7-Apr-19,Indiana,Indianapolis,3600 block of Roosevelt Ave,2,2,0,0,0
1365173,7-Apr-19,Delaware,Wilmington,940 N Pine St,0,6,0,0,0
1365100,7-Apr-19,Louisiana,Shreveport,433 Flournoy Lucas Rd,0,4,0,0,2
1364443,6-Apr-19,Florida,Tallahassee,500 block of Kissimmee St,0,4,0,0,0
1364540,6-Apr-19,Illinois,Chicago,6300 block of S Seeley Ave,0,6,0,0,0
1363737,4-Apr-19,Florida,Panama City,100 block of Allen Ave,1,3,0,0,1
1362715,4-Apr-19,Georgia,Stockbridge,300 block of Eagle Ct,2,2,1,0,0
1362364,2-Apr-19,Mississippi,Hermanville,13195 MS 18,0,4,0,0,1
1362182,2-Apr-19,Kentucky,Covington,337 E 13th St,0,5,0,0,2
1360333,31-Mar-19,Georgia,Atlanta,3041 Landrum Dr SW,1,4,0,0,0
1359599,31-Mar-19,South Carolina,North Charleston,1900 block of Jacksonville Rd,0,7,0,0,1
1359455,31-Mar-19,Illinois,Chicago,500 block of N Hamlin Ave,1,4,0,0,0
1357591,28-Mar-19,Maryland,Baltimore,6200 block of Boston St,0,4,0,0,0
1355275,25-Mar-19,Nevada,North Las Vegas,2400 block of W San Miguel St,0,5,0,0,2
1354049,24-Mar-19,Arizona,Phoenix,2202 W McDowell Rd,0,7,0,0,1
1353714,23-Mar-19,California,San Francisco,1300 Fillmore St,0,5,1,0,0
1350494,19-Mar-19,Arizona,Phoenix,8526 N 27th Ave,2,4,0,0,1
1348844,17-Mar-19,Georgia,Augusta,900 block of Broad St,0,4,0,0,1
1349256,17-Mar-19,Georgia,Rochelle,Dennis St,1,3,0,0,2
1348793,17-Mar-19,Nevada,Las Vegas,600 E Fremont St,0,4,0,0,3
1347974,16-Mar-19,New Jersey,Camden,619 Ferry Ave,1,3,0,0,1
1348291,15-Mar-19,Alabama,Mobile,515 Dauphin Island Pkwy,2,3,0,1,2
1347894,14-Mar-19,Montana,Missoula,5145 Airway Blvd,1,3,0,0,1
1344488,11-Mar-19,New Jersey,Paterson,291 12th Ave,0,4,0,0,0
1343330,10-Mar-19,Louisiana,Shreveport,2700 block of San Jacinto Ave,0,4,0,0,0
1343274,10-Mar-19,Colorado,Denver,15th St and Market St,1,4,0,0,1
1338860,3-Mar-19,California,Oakland,316 14th St,0,4,0,0,1
1338765,3-Mar-19,Illinois,Chicago,2900 block of E 79th St,0,6,0,0,0
1338790,2-Mar-19,Arkansas,Pine Bluff,723 East 25th Ave,1,4,0,0,0
1337498,28-Feb-19,California,Oakland,9755 Edes Ave,1,3,0,0,0
1333480,22-Feb-19,Alabama,Birmingham,1100 block of Carnation Dr,2,2,0,0,1
1331974,21-Feb-19,Maryland,Baltimore,500 block of Bloom St,1,4,0,0,0
1332507,21-Feb-19,Kentucky,Elizabethtown,600 N Miles St,2,2,0,0,1
1332429,21-Feb-19,Texas,Houston,12800 block of Eastbrook Dr,2,2,0,0,2
1332181,20-Feb-19,Tennessee,Covington,529 N College St,0,4,0,0,1
1329144,17-Feb-19,Texas,Henderson,504 S Van Buren St,2,2,0,0,1
1328792,17-Feb-19,Indiana,Evansville,664 E Illinois St,0,5,0,0,1
1329075,17-Feb-19,Louisiana,New Orleans,Tulane Ave and Elk Pl,0,5,1,0,0
1328562,16-Feb-19,Mississippi,Clinton,1214 Foxhill Dr,4,0,1,0,0
1327321,15-Feb-19,Illinois,Aurora,641 Archer Ave,5,6,1,0,0
1324279,11-Feb-19,Texas,Livingston,3628 FM 3126,4,0,1,0,0
1323448,9-Feb-19,Virginia,Petersburg,109 Perry St,0,4,0,0,0
1321021,6-Feb-19,New York,Brooklyn,1778 Fulton St,1,3,0,0,0
1321093,5-Feb-19,Texas,San Antonio,538 Hot Wells Blvd,2,2,0,0,1
1319333,4-Feb-19,District of Columbia,Washington,2341 Pennsylvania Ave SE,0,5,0,0,1
1319325,4-Feb-19,Louisiana,Baton Rouge,4000 block of Topeka St,0,4,0,0,0
1320286,3-Feb-19,California,Palm Springs,E Sunny Dunes Rd and El Placer Rd,4,0,0,0,1
1318391,3-Feb-19,Illinois,Chicago,938 E 75th St,2,5,0,0,0
1318187,1-Feb-19,California,San Diego,6800 block of Springfield St,0,4,0,0,0
1314289,28-Jan-19,Texas,Houston,7815 Harding St,0,3,2,2,2
1314253,27-Jan-19,Alabama,Birmingham,Avenue O and Warrior Rd,0,5,0,0,0
1312391,26-Jan-19,Georgia,Albany,300 block of W Roosevelt,0,4,0,0,0
1312463,26-Jan-19,Indiana,Indianapolis,2957 N Sherman Dr,0,5,0,0,1
1313291,26-Jan-19,New Jersey,Newark,612 Bergen St,1,3,0,0,0
1312284,26-Jan-19,Louisiana,Gonzales,42350 Church Point Rd,5,0,0,0,1
1310775,24-Jan-19,Pennsylvania,State College,1450 S Atherton St,3,1,1,0,0
1310397,24-Jan-19,Georgia,Rockmart,319 Williamson St,4,1,0,0,1
1309114,23-Jan-19,Florida,Sebring,1901 US 27 S,5,0,0,0,1
1306920,20-Jan-19,Florida,Miami,26133 SW 139th Ave,0,4,0,0,0
1305563,19-Jan-19,Pennsylvania,Lebanon,1140 Church St,0,4,0,0,2
1305679,19-Jan-19,South Carolina,Gaffney,1435 Wilcox Ave,1,4,0,0,1
1305516,19-Jan-19,Illinois,Chicago,4400 block of W Madison St,0,4,0,0,0
1305538,19-Jan-19,Florida,Jacksonville,11445 Brian Lakes Drive,2,2,1,0,0
1305294,19-Jan-19,Texas,Houston,7041 Sherman St,0,0,3,2,0
1303486,17-Jan-19,Kentucky,Owensboro,940 Audubon Ave,3,1,0,0,2
1302060,16-Jan-19,Florida,Jacksonville,Emerson St and Spring Park Rd,1,5,0,0,0
1303303,16-Jan-19,California,Palmdale,Ranch Center Dr and 40th St W,3,1,0,0,1
1301778,15-Jan-19,Arkansas,Little Rock,5420 Baseline Rd,1,3,0,1,1
1299680,13-Jan-19,Arizona,Phoenix,2445 E Van Buren St,1,4,0,1,0
1295294,6-Jan-19,New Mexico,Roswell,1300 block of W College Blvd,0,4,0,0,1
1293054,4-Jan-19,California,Torrance,22501 Hawthorne Blvd,3,4,0,0,1
1292684,4-Jan-19,Virginia,Hurt,3197 Shula Dr,2,2,1,0,0
1291779,2-Jan-19,Arkansas,Jonesboro,3516 Galaxy St,1,3,0,0,2
1289877,1-Jan-19,South Carolina,Columbia,1709 Decker Blvd,0,5,0,0,0
1289618,1-Jan-19,Florida,Tallahassee,2020 W Pensacola St,0,5,0,0,0
2673981,6-Aug-23,Pennsylvania,Philadelphia,200 W 65th Ave,0,5,0,0,0
2673152,6-Aug-23,Texas,Edinburg,5120 S Raul Longoria Rd,0,7,0,0,0
2672766,5-Aug-23,District of Columbia,Washington,Good Hope Rd SE and 16th St SE,3,4,0,0,0
2672510,5-Aug-23,Louisiana,Lafayette,100 block of S General Marshall St,1,4,0,1,0
2673896,5-Aug-23,Missouri,Kansas City,E 16th St and Grand Blvd,0,4,0,0,1
2671589,3-Aug-23,California,Los Angeles,8805 S Hoover St,0,4,0,0,0
2673196,2-Aug-23,Arkansas,Pine Bluff,Lilac St,0,5,0,0,0
2670331,2-Aug-23,Illinois,Chicago,1249 W 81st St,1,3,0,0,0
2668365,31-Jul-23,Mississippi,Columbus,2520 5th St N,0,4,0,0,2
2667118,30-Jul-23,Michigan,Lansing,1300 block of W Holmes Rd,0,5,0,0,0
2666933,30-Jul-23,Indiana,Muncie,900 block of E Willard St,1,17,0,0,1
2666859,30-Jul-23,Illinois,Chicago,1500 block of S Keeler Ave,1,8,0,0,0
2667537,30-Jul-23,Texas,Port Arthur,711 Procter St,0,7,0,0,0
2668556,30-Jul-23,Massachusetts,Springfield,Leyfred Terr,0,4,0,0,0
2667046,29-Jul-23,California,Los Angeles,2121 E 99th Pl,1,3,0,0,0
2666201,28-Jul-23,Florida,Tampa,E Shadowlawn Ave and N 36th St,1,3,0,0,0
2666500,28-Jul-23,Florida,Fort Lauderdale,NW 19th St and MLK Jr Ave,0,4,0,0,0
2666189,28-Jul-23,Washington,Seattle,9232 Rainier Ave S,0,5,0,0,0
2666195,28-Jul-23,Illinois,Chicago Heights (Ford Heights),1400 block of Senator Ln,1,4,0,0,0
2663533,25-Jul-23,Pennsylvania,Pittsburgh,Nicholas St and Jacob St,0,5,0,0,0
2662351,24-Jul-23,Oklahoma,Tulsa,11107 E Brady St,3,1,0,0,1
2662711,24-Jul-23,New York,Bronx,255 E Burnside Ave,1,3,0,0,2
2661359,23-Jul-23,Florida,Tampa,7402 N 56th St,0,5,0,0,0
2661332,23-Jul-23,Alabama,Birmingham,1700 block of Third Ave W,0,4,0,0,0
2661056,23-Jul-23,Texas,Houston,9261 Gulf Fwy,1,4,0,0,0
2661505,23-Jul-23,Texas,Dallas,3300 block of Sheila Lane,1,3,0,0,0
2661000,23-Jul-23,Washington,Seattle,Broadway and E Pike St,0,4,0,0,0
2660194,22-Jul-23,Texas,Houston,10700 Rosehaven Dr,1,2,0,2,0
2660568,22-Jul-23,North Carolina,Wade,4001 Pembroke Lane,1,3,0,0,0
2660299,22-Jul-23,Arizona,Glendale,6761 N Sunset Blvd,0,4,0,0,1
2661182,22-Jul-23,Florida,Daytona Beach,611 Seabreeze Blvd,0,4,0,0,1
2660217,22-Jul-23,Illinois,Chicago,1400 block of S Spaulding Ave,1,4,0,0,0
2660674,22-Jul-23,Tennessee,Memphis,2965 Meadows Lane,1,4,0,0,0
2659968,21-Jul-23,Louisiana,Marrero,6700 block of Mather Dr,1,3,0,0,0
2658784,20-Jul-23,North Carolina,Greensboro,1900 block of Brice St,1,3,0,0,0
2658701,19-Jul-23,Texas,Houston,6200 block of Luce St,2,3,0,0,0
2657179,18-Jul-23,Pennsylvania,Philadelphia,500 block of E Wyoming Ave,0,5,0,0,0
2657041,17-Jul-23,District of Columbia,Washington,1200 block of Barnaby Terrace SE,0,4,0,0,0
2656524,17-Jul-23,South Carolina,Columbia,4200 block of Wentworth Dr,1,3,0,0,0
2654280,16-Jul-23,Texas,Dallas,Al Lipscomb Way and Meadow St,1,4,0,0,0
2654540,16-Jul-23,California,Los Angeles,2000 block of E 115th St,1,4,0,0,0
2654137,16-Jul-23,Illinois,Chicago,4000 block of W Washington Blvd,1,4,0,0,0
2653407,15-Jul-23,Pennsylvania,Homestead (Munhall),1129 Ravine St,1,3,0,0,0
2655985,15-Jul-23,Mississippi,Clarksdale,400 block of Andrews St,0,4,0,0,0
2653609,15-Jul-23,Georgia,Hampton,92 Dogwood Lakes Dr,4,3,1,0,0
2654370,15-Jul-23,Florida,Fort Lauderdale,3170 NW 2nd St,1,3,0,0,0
2653974,15-Jul-23,Louisiana,Shreveport,400 Commerce St,1,6,0,0,0
2653963,15-Jul-23,Tennessee,Memphis,3400 block of Ridgemont Ave,1,4,0,0,0
2652749,14-Jul-23,Maryland,Bladensburg,4300 block of Bladensburg Rd,0,5,0,0,0
2653198,14-Jul-23,North Dakota,Fargo,901 25th St S,1,3,1,0,0
2651377,13-Jul-23,Maryland,Silver Spring,14324 Layhill Rd,0,4,0,0,0
2651632,13-Jul-23,Texas,El Paso,1160 Airway Blvd,2,4,0,0,2
2652321,13-Jul-23,Illinois,East Saint Louis,500 block of N 27th St,1,4,0,0,0
2654191,12-Jul-23,Georgia,Lagrange,Whitesville St and Bell St,0,4,0,0,0
2650004,11-Jul-23,New York,Bronx,25 E 193rd St,0,4,0,0,0
2650456,11-Jul-23,Texas,Dallas,8200 block of Willoughby Blvd,0,6,0,0,0
2648182,9-Jul-23,North Carolina,Wadesboro,1205 N Greene St,1,6,0,0,0
2648002,9-Jul-23,Texas,Amarillo,4515 S Georgia St,2,5,0,0,1
2648055,9-Jul-23,Ohio,Cleveland,W 6th St and Johnson Ct,0,9,0,0,2
2647888,9-Jul-23,Iowa,Dubuque,2506 Broadway St,1,3,0,0,0
2649242,9-Jul-23,Alabama,Montgomery,300 block of Gardendale Dr,1,6,0,0,2
2647298,8-Jul-23,New York,Brooklyn,Ashford St and Arlington Ave,1,3,0,0,1
2647621,8-Jul-23,California,Indio,41900 block of Napoli St,1,3,0,0,0
2647307,8-Jul-23,Indiana,Gary,939 E 21st Ave,1,3,0,0,0
2647516,8-Jul-23,Maryland,Baltimore,900 block of Greenmount Ave,2,2,0,0,0
2648440,8-Jul-23,Texas,Dallas,1600 block of Pompano Beach Dr,1,3,0,0,0
2647013,7-Jul-23,Illinois,Chicago,1600 block of W Howard St,0,5,0,0,0
2646865,7-Jul-23,Texas,El Paso,4516 Swan Dr,0,8,0,0,0
2644586,5-Jul-23,Florida,Fort Lauderdale,2960 NW 19th St,0,5,0,0,0
2644078,5-Jul-23,Michigan,Lansing,S Washington Sq,0,4,0,0,0
2643648,5-Jul-23,Maryland,Salisbury,Chippewa Blvd and Kiowa Ave,1,6,0,0,0
2643671,5-Jul-23,Illinois,Chicago,5600 block of S Ada St,1,4,0,0,0
2644352,5-Jul-23,Ohio,Cleveland,4000 block of E 150th St,2,2,0,0,0
2643453,5-Jul-23,District of Columbia,Washington,4700 block of Meade St NE,0,9,0,0,0
2643630,5-Jul-23,Massachusetts,Boston,33 Edgewater Dr,0,5,0,0,1
2643676,5-Jul-23,New Jersey,Paterson,49 Jersey St,2,3,0,0,0
2644627,5-Jul-23,Michigan,Flint,2800 block of Mallery St,0,4,0,0,0
2643322,4-Jul-23,Maryland,Edgewood,600 block of Harr Park Ct,0,4,0,0,0
2642527,4-Jul-23,Ohio,Akron,700 E Exchange St,0,4,0,0,0
2643549,4-Jul-23,California,Hayward,400 block of Ranker Place,0,5,0,1,1
2643602,4-Jul-23,Louisiana,Shreveport,2000 block of Pearl Ave,4,7,0,0,0
2642489,4-Jul-23,Michigan,Lansing,6520 Mercantile Way,0,5,0,0,0
2642484,4-Jul-23,North Carolina,Charlotte,5300 block of Park Brook Dr,0,4,0,0,0
2642843,3-Jul-23,Minnesota,Truman,,0,4,0,0,1
2642262,3-Jul-23,Texas,Fort Worth,2100 block of Christine Ave,0,4,0,0,1
2642472,3-Jul-23,Texas,Fort Worth,Diaz Ave and Horne St,3,8,0,0,2
2642495,3-Jul-23,Indiana,Indianapolis,3200 block of Forest Manor Ave,1,3,0,0,0
2645345,3-Jul-23,Indiana,Michigan City,1100 block of Salem St,0,4,0,0,0
2642785,3-Jul-23,Missouri,Saint Ann,4116 Jane Ave,3,1,1,0,0
2642071,3-Jul-23,Pennsylvania,Philadelphia,5700 block of Warrington Ave,5,2,0,0,1
2640311,2-Jul-23,Kansas,Wichita,222 N Washington St,0,9,0,0,3
2641112,2-Jul-23,New York,Bronx,1780 Eastburn Ave,0,4,0,0,0
2640219,2-Jul-23,Maryland,Baltimore,800 block of Gretna Court,2,27,0,1,1
2639780,1-Jul-23,Oklahoma,Tulsa,1150 S Sheridan Rd,0,4,0,0,0
2639130,30-Jun-23,California,Florin,7870 Florin Rd,0,4,0,0,0
2639623,30-Jun-23,Illinois,Chicago,6300 block of S Artesian Ave,1,3,0,0,0
2638784,29-Jun-23,Texas,Odessa,4310 N Dixie Blvd,1,4,0,0,2
2638465,28-Jun-23,North Carolina,Greensboro,5100 Bayberry St,3,2,0,0,1
2636671,26-Jun-23,Michigan,Ypsilanti,800 block of George Pl,2,2,0,0,1
2634835,25-Jun-23,Missouri,Kansas City,5646 Prospect Ave,3,6,0,0,1
2635065,25-Jun-23,Texas,Missouri City,7242 W Fuqua St,1,3,0,0,0
2635437,25-Jun-23,Ohio,Cincinnati,1233 Clay St,0,4,0,0,0
2634933,25-Jun-23,Maryland,Temple Hills (Marlow Heights),4400 block of Stamp Rd,0,4,0,0,0
2634840,25-Jun-23,Indiana,Indianapolis,800 block of Broad Ripple Ave,3,1,0,0,0
2635243,24-Jun-23,North Carolina,Asheboro,800 block of Salem Ct,0,4,0,0,2
2634357,24-Jun-23,Texas,Beaumont,1600 block of Glasshouse St,0,5,0,0,0
2634147,24-Jun-23,Michigan,Saginaw,Fourth St and Johnson St,2,11,0,0,0
2634135,24-Jun-23,Florida,Orlando,2620 N Hiawassee Rd,2,2,0,0,0
2632283,21-Jun-23,Texas,Fort Worth,2120 Handley Dr,1,3,0,0,1
2630581,20-Jun-23,Michigan,Pontiac,28 Cherry Hill Dr,1,3,0,0,0
2629821,19-Jun-23,Illinois,Chicago,3200 block of W 79th St,1,3,0,0,0
2629745,19-Jun-23,Wisconsin,Milwaukee,2947 N Doctor MLK Jr Dr,0,6,0,0,1
2628072,18-Jun-23,Illinois,Willowbrook,10S622 Kingery Hwy,1,22,0,0,0
2628083,18-Jun-23,Missouri,Saint Louis,1409 Washington Ave,1,9,0,0,0
2629211,18-Jun-23,Idaho,Kellogg,525 W Cameron Ave,4,0,0,0,1
2629196,18-Jun-23,North Carolina,Greenville,1100 block of W Sixth St,1,5,0,0,0
2628950,18-Jun-23,Illinois,Chicago,9900 block of S Princeton Ave,2,3,0,0,0
2628104,18-Jun-23,Illinois,Chicago,5400 block of W Crystal St,1,3,0,0,0
2628094,18-Jun-23,Georgia,Decatur,4525 Glenwood Rd,0,5,0,0,0
2629262,18-Jun-23,Michigan,Detroit,12000 block of Roselawn St,0,4,0,0,0
2627254,17-Jun-23,Illinois,Chicago,1900 block of N Stockton Dr,0,5,0,0,0
2627729,17-Jun-23,Pennsylvania,Philadelphia,1700 block of Ringgold St,0,5,0,0,0
2627193,17-Jun-23,Wisconsin,La Crosse,116 3rd St S,0,7,0,0,1
2627442,17-Jun-23,North Carolina,Winston Salem (Winston-salem),800 block of Utah Dr,0,4,0,0,0
2627199,17-Jun-23,Indiana,Indianapolis,W 34th St and Moller Rd,0,4,0,0,0
2627418,17-Jun-23,North Carolina,Charlotte,6432 E Independence Blvd,1,3,0,0,1
2629270,17-Jun-23,Louisiana,Alexandria,3323 Willow Glen River Rd,1,3,0,0,0
2627958,17-Jun-23,Washington,Quincy,754 Silica Rd NW,2,2,0,1,1
2630156,17-Jun-23,Ohio,Cleveland,11921 Miles Ave,0,4,0,0,0
2626827,16-Jun-23,Maryland,Baltimore,E Cold Spring Ln and York Rd,0,6,0,0,0
2627283,16-Jun-23,California,Carson,1500 block of E Abila St,0,8,0,0,0
2627013,16-Jun-23,New Jersey,Clifton,39 Harding Ave,0,4,0,0,0
2625892,15-Jun-23,Ohio,New Richmond,1965 Laurel Lindale Rd,3,1,0,0,1
2626402,15-Jun-23,Tennessee,Sequatchie,246 Pine St,5,1,1,0,0
2625636,15-Jun-23,South Carolina,Greenville,Channel Dr,0,4,0,0,0
2625603,14-Jun-23,Oklahoma,Tulsa,S Harvard Ave and E 31st St,1,3,0,0,1
2625182,13-Jun-23,Ohio,Cincinnati,2300 block of Harrison Ave,0,4,0,0,0
2623809,13-Jun-23,Colorado,Denver,2000 block of Market St,0,9,0,1,2
2622044,11-Jun-23,New York,Syracuse,100 block of Davis St,0,4,0,0,3
2622008,11-Jun-23,Texas,Houston,6003 Richmond Ave,0,6,0,0,0
2622062,11-Jun-23,California,Antioch,3300 block of Sunset Ln,1,6,0,0,0
2668127,11-Jun-23,Louisiana,Labadieville,3006 LA-1,0,7,0,0,1
2622547,11-Jun-23,Maryland,Annapolis,1004 Paddington Pl,3,3,0,0,1
2622140,11-Jun-23,Illinois,Champaign,1000 block of N 6th St,0,4,0,0,0
2622484,11-Jun-23,Texas,Crosby,12028 Crosby-Lynchburg  Rd,1,4,0,0,0
2621754,10-Jun-23,Mississippi,Hattiesburg,6100 block of US-49,0,4,0,0,0
2621640,10-Jun-23,Illinois,Oak Park,900 block of Madison St,0,4,0,0,0
2622344,10-Jun-23,Washington,Benton City,25000 block of North Willard Ave,1,5,0,0,0
2621241,9-Jun-23,California,San Francisco,24th St and Treat Ave,0,9,0,0,1
2621359,9-Jun-23,Pennsylvania,Jeannette,815 Lowry Ave,1,4,0,0,0
2620695,8-Jun-23,South Carolina,North Charleston,4106 Dorchester Rd,1,3,0,0,0
2619908,7-Jun-23,California,Sacramento,1600 block of Grand Ave,0,7,0,0,0
2618358,6-Jun-23,Virginia,Richmond,6 N Laurel St,2,5,0,0,1
2617560,5-Jun-23,Mississippi,Jackson,440 N Mill St,0,5,0,0,0
2616439,4-Jun-23,Texas,Sunnyvale,201 Planters Rd,1,4,0,0,0
2615978,4-Jun-23,Illinois,Chicago,4800 block of W Iowa St,1,6,0,0,0
2616034,4-Jun-23,Florida,Pensacola,Cresent Dr,1,4,0,0,0
